avaliacoes,iteracao,custo_melhor,custo_medio
5784,58,3455.1472,3675.0744
5882,59,3455.1472,3569.9712
5980,60,3455.1472,3616.1495
6078,61,3455.1472,3579.6558
6176,62,3455.1472,3636.8043
6274,63,3455.1472,3617.7689
6372,64,3455.1472,3680.9824
6470,65,3455.1472,3596.4487
6568,66,3428.6803,3612.0705
6666,67,3428.6803,3603.6020
6764,68,3428.6803,3593.6102
6862,69,3428.6803,3623.2624
6960,70,3428.6803,3641.1400
7058,71,3428.6803,3665.7924
7156,72,3428.6803,3625.1254
7254,73,3428.6803,3567.4795
7352,74,3428.6803,3597.8815
7450,75,3428.6803,3603.7317
7548,76,3428.6803,3640.7022
7646,77,3428.6803,3551.3642
7744,78,3428.6803,3554.7870
7842,79,3428.6803,3603.0751
7940,80,3428.6803,3595.4382
8038,81,3428.6803,3617.1725
8136,82,3428.6803,3601.9230
8234,83,3428.6803,3575.4080
8332,84,3428.6803,3575.7666
8430,85,3428.6803,3594.6509
8528,86,3428.6803,3560.7788
8626,87,3428.6803,3671.1136
8724,88,3428.6803,3605.2855
8822,89,3428.6803,3627.0167
8920,90,3428.6803,3588.9479
9018,91,3428.6803,3619.2435
9116,92,3428.6803,3582.5196
9214,93,3428.6803,3608.0201
9312,94,3428.6803,3597.9276
9410,95,3428.6803,3538.6023
9508,96,3428.6803,3540.3404
9606,97,3428.6803,3604.8537
9704,98,3428.6803,3632.2488
9802,99,3428.6803,3553.4764
9900,100,3428.6803,3527.4835
9998,101,3428.6803,3556.7098
10096,102,3428.6803,3600.2483
10194,103,3428.6803,3566.1740
10292,104,3428.6803,3610.4582
10390,105,3428.6803,3625.5847
10488,106,3428.6803,3554.6497
10586,107,3428.6803,3657.9624
10684,108,3428.6803,3603.7509
10782,109,3428.6803,3639.1637
10880,110,3428.6803,3555.4930
10978,111,3428.6803,3592.9502
11076,112,3428.6803,3573.3564
11174,113,3428.6803,3643.6795
11272,114,3428.6803,3571.0170
11370,115,3428.6803,3622.3335
11468,116,3428.6803,3652.9015
11566,117,3428.6803,3588.9586
11664,118,3428.6803,3562.8897
11762,119,3428.6803,3549.1727
11860,120,3428.6803,3573.1986
11958,121,3428.6803,3602.6564
12056,122,3428.6803,3629.0877
12154,123,3428.6803,3667.6865
12252,124,3428.6803,3703.7967
12350,125,3428.6803,3580.1596
12448,126,3428.6803,3617.3884
12546,127,3428.6803,3597.1644
12644,128,3428.6803,3561.8249
12742,129,3428.6803,3609.3347
12840,130,3428.6803,3629.8003
12938,131,3428.6803,3601.5230
13036,132,3428.6803,3650.0203
13134,133,3428.6803,3651.2601
13232,134,3428.6803,3598.3594
13330,135,3428.6803,3627.9268
13428,136,3428.6803,3639.2357
13526,137,3428.6803,3579.0504
13624,138,3428.6803,3558.6938
13722,139,3428.6803,3633.1940
13820,140,3428.6803,3579.9817
13918,141,3428.6803,3580.4763
14016,142,3428.6803,3591.4034
14114,143,3428.6803,3575.1215
14212,144,3428.6803,3569.8322
14310,145,3428.6803,3643.5436
14408,146,3428.6803,3657.2690
14506,147,3428.6803,3626.8307
14604,148,3428.6803,3599.2410
14702,149,3428.6803,3564.4583
14800,150,3428.6803,3596.4723
14898,151,3428.6803,3617.7527
14996,152,3428.6803,3600.1548
15094,153,3428.6803,3612.0535
15192,154,3428.6803,3643.4497
15290,155,3428.6803,3679.8066
15388,156,3428.6803,3595.3818
15486,157,3428.6803,3577.3511
15584,158,3428.6803,3634.2145
15682,159,3428.6803,3665.0595
15780,160,3428.6803,3577.0445
15878,161,3428.6803,3609.6225
15976,162,3428.6803,3621.2457
16074,163,3428.6803,3621.3057
16172,164,3428.6803,3629.5476
16270,165,3428.6803,3576.1426
16368,166,3428.6803,3543.2627
16466,167,3428.6803,3548.9558
16564,168,3428.6803,3529.2762
16662,169,3428.6803,3549.6274
16760,170,3428.6803,3587.5862
16858,171,3428.6803,3589.7768
16956,172,3428.6803,3596.7944
17054,173,3428.6803,3571.1005
17152,174,3428.6803,3600.8740
17250,175,3428.6803,3567.1774
17348,176,3428.6803,3577.6190
17446,177,3428.6803,3615.8933
17544,178,3428.6803,3573.0436
17642,179,3428.6803,3599.2059
17740,180,3428.6803,3650.1088
17838,181,3428.6803,3628.3337
17936,182,3428.6803,3586.5909
18034,183,3428.6803,3590.7284
18132,184,3428.6803,3570.4820
18230,185,3428.6803,3612.2005
18328,186,3428.6803,3643.6225
18426,187,3428.6803,3579.4673
18524,188,3428.6803,3586.8756
18622,189,3428.6803,3604.9133
18720,190,3428.6803,3675.4346
18818,191,3428.6803,3565.0695
18916,192,3428.6803,3573.0949
19014,193,3428.6803,3612.8737
19112,194,3428.6803,3613.4489
19210,195,3428.6803,3600.5813
19308,196,3428.6803,3563.4597
19406,197,3428.6803,3528.8833
19504,198,3428.6803,3571.3153
19602,199,3428.6803,3615.5229
19700,200,3428.6803,3492.2125
19798,201,3428.6803,3557.4546
19896,202,3428.6803,3546.5468
19994,203,3428.6803,3583.1541
20092,204,3428.6803,3531.1940
20190,205,3428.6803,3578.9953
20288,206,3428.6803,3596.2483
20386,207,3428.6803,3550.3094
20484,208,3428.6803,3554.6252
20582,209,3428.6803,3593.3740
20680,210,3428.6803,3653.8118
20778,211,3428.6803,3557.9041
20876,212,3428.6803,3616.4391
20974,213,3428.6803,3611.5047
21072,214,3428.6803,3627.9015
21170,215,3428.6803,3586.3559
21268,216,3428.6803,3621.5108
21366,217,3428.6803,3664.5046
21464,218,3428.6803,3579.0512
21562,219,3428.6803,3605.3869
21660,220,3428.6803,3583.4408
21758,221,3428.6803,3591.1371
21856,222,3428.6803,3631.3208
21954,223,3428.6803,3627.2040
22052,224,3428.6803,3538.3009
22150,225,3428.6803,3558.0722
22248,226,3428.6803,3670.8276
22346,227,3428.6803,3612.1414
22444,228,3428.6803,3613.5353
22542,229,3428.6803,3584.4192
22640,230,3428.6803,3598.2351
22738,231,3428.6803,3600.8175
22836,232,3428.6803,3575.2810
22934,233,3428.6803,3652.3876
23032,234,3428.6803,3653.0152
23130,235,3428.6803,3568.2512
23228,236,3428.6803,3564.4357
23326,237,3428.6803,3590.0498
23424,238,3428.6803,3601.8710
23522,239,3428.6803,3551.6820
23620,240,3428.6803,3571.9619
23718,241,3428.6803,3560.9255
23816,242,3428.6803,3629.4678
23914,243,3428.6803,3561.5282
24012,244,3428.6803,3599.6157
24110,245,3428.6803,3576.8597
24208,246,3428.6803,3617.9137
24306,247,3428.6803,3532.5209
24404,248,3428.6803,3616.7868
24502,249,3428.6803,3563.1369
24600,250,3428.6803,3602.5966
24698,251,3428.6803,3592.3922
24796,252,3428.6803,3524.5186
24894,253,3428.6803,3537.8919
24992,254,3428.6803,3586.9163
25090,255,3428.6803,3652.1064
25188,256,3428.6803,3623.2519
25286,257,3428.6803,3584.5986
25384,258,3428.6803,3573.0005
25482,259,3428.6803,3619.6251
25580,260,3428.6803,3578.9239
25678,261,3428.6803,3618.1754
25776,262,3428.6803,3628.8165
25874,263,3428.6803,3554.0013
25972,264,3428.6803,3566.0519
26070,265,3428.6803,3598.4672
26168,266,3428.6803,3546.8291
