avaliacoes,iteracao,temperatura
247101,247000,120.349
247601,247500,120.349
248101,248000,120.349
248601,248500,120.349
249101,249000,120.349
249601,249500,120.349
250101,250000,114.332
250601,250500,114.332
251101,251000,114.332
251601,251500,114.332
252101,252000,114.332
252601,252500,114.332
253101,253000,114.332
253601,253500,114.332
254101,254000,114.332
254601,254500,114.332
255101,255000,108.615
255601,255500,108.615
256101,256000,108.615
256601,256500,108.615
257101,257000,108.615
257601,257500,108.615
258101,258000,108.615
258601,258500,108.615
259101,259000,108.615
259601,259500,108.615
260101,260000,103.184
260601,260500,103.184
261101,261000,103.184
261601,261500,103.184
262101,262000,103.184
262601,262500,103.184
263101,263000,103.184
263601,263500,103.184
264101,264000,103.184
264601,264500,103.184
265101,265000,98.0252
265601,265500,98.0252
266101,266000,98.0252
266601,266500,98.0252
267101,267000,98.0252
267601,267500,98.0252
268101,268000,98.0252
268601,268500,98.0252
269101,269000,98.0252
269601,269500,98.0252
270101,270000,93.1239
270601,270500,93.1239
271101,271000,93.1239
271601,271500,93.1239
272101,272000,93.1239
272601,272500,93.1239
273101,273000,93.1239
273601,273500,93.1239
274101,274000,93.1239
274601,274500,93.1239
275101,275000,88.4677
275601,275500,88.4677
276101,276000,88.4677
276601,276500,88.4677
277101,277000,88.4677
277601,277500,88.4677
278101,278000,88.4677
278601,278500,88.4677
279101,279000,88.4677
279601,279500,88.4677
280101,280000,84.0443
280601,280500,84.0443
281101,281000,84.0443
281601,281500,84.0443
282101,282000,84.0443
282601,282500,84.0443
283101,283000,84.0443
283601,283500,84.0443
284101,284000,84.0443
284601,284500,84.0443
285101,285000,79.8421
285601,285500,79.8421
286101,286000,79.8421
286601,286500,79.8421
287101,287000,79.8421
287601,287500,79.8421
288101,288000,79.8421
288601,288500,79.8421
289101,289000,79.8421
289601,289500,79.8421
290101,290000,75.85
290601,290500,75.85
291101,291000,75.85
291601,291500,75.85
292101,292000,75.85
292601,292500,75.85
293101,293000,75.85
293601,293500,75.85
294101,294000,75.85
294601,294500,75.85
295101,295000,72.0575
295601,295500,72.0575
296101,296000,72.0575
296601,296500,72.0575
297101,297000,72.0575
297601,297500,72.0575
298101,298000,72.0575
298601,298500,72.0575
299101,299000,72.0575
299601,299500,72.0575
300101,300000,68.4546
300601,300500,68.4546
301101,301000,68.4546
301601,301500,68.4546
302101,302000,68.4546
302601,302500,68.4546
303101,303000,68.4546
303601,303500,68.4546
304101,304000,68.4546
304601,304500,68.4546
305101,305000,65.0319
305601,305500,65.0319
306101,306000,65.0319
306601,306500,65.0319
307101,307000,65.0319
307601,307500,65.0319
308101,308000,65.0319
308601,308500,65.0319
309101,309000,65.0319
309601,309500,65.0319
310101,310000,61.7803
310601,310500,61.7803
311101,311000,61.7803
311601,311500,61.7803
312101,312000,61.7803
312601,312500,61.7803
313101,313000,61.7803
313601,313500,61.7803
314101,314000,61.7803
314601,314500,61.7803
315101,315000,58.6913
315601,315500,58.6913
316101,316000,58.6913
316601,316500,58.6913
317101,317000,58.6913
317601,317500,58.6913
318101,318000,58.6913
318601,318500,58.6913
319101,319000,58.6913
319601,319500,58.6913
320101,320000,55.7567
320601,320500,55.7567
321101,321000,55.7567
321601,321500,55.7567
322101,322000,55.7567
322601,322500,55.7567
323101,323000,55.7567
323601,323500,55.7567
324101,324000,55.7567
324601,324500,55.7567
325101,325000,52.9689
325601,325500,52.9689
326101,326000,52.9689
326601,326500,52.9689
327101,327000,52.9689
327601,327500,52.9689
328101,328000,52.9689
328601,328500,52.9689
329101,329000,52.9689
329601,329500,52.9689
330101,330000,50.3204
330601,330500,50.3204
331101,331000,50.3204
331601,331500,50.3204
332101,332000,50.3204
332601,332500,50.3204
333101,333000,50.3204
333601,333500,50.3204
334101,334000,50.3204
334601,334500,50.3204
335101,335000,47.8044
