avaliacoes,iteracao,custo_melhor,custo_medio
12546,127,7268.2235,7451.2375
12644,128,7245.9365,7525.4294
12742,129,7245.9365,7540.2963
12840,130,7245.9365,7504.0336
12938,131,7241.9020,7491.8485
13036,132,7183.1262,7490.2641
13134,133,7183.1262,7502.7771
13232,134,7183.1262,7654.2352
13330,135,7183.1262,7657.9770
13428,136,7156.4325,7847.1552
13526,137,7156.4325,7688.5091
13624,138,7156.4325,7644.0315
13722,139,7156.4325,7565.4543
13820,140,7156.4325,7555.8021
13918,141,7156.4325,7680.5573
14016,142,7126.7923,7654.6174
14114,143,7126.7923,7579.7059
14212,144,7126.7923,7614.8355
14310,145,7126.7923,7653.5245
14408,146,7021.2515,7458.9070
14506,147,7021.2515,7448.3059
14604,148,7021.2515,7488.7451
14702,149,7021.2515,7465.1135
14800,150,7021.2515,7538.6861
14898,151,7004.8022,7593.7320
14996,152,7004.8022,7682.0016
15094,153,7004.8022,7722.8682
15192,154,7004.8022,7894.0978
15290,155,7004.8022,7731.5215
15388,156,7004.8022,7695.1111
15486,157,7004.8022,7650.8023
15584,158,7004.8022,7596.1791
15682,159,7004.8022,7606.9567
15780,160,7004.8022,7599.9784
15878,161,7004.8022,7534.9888
15976,162,7004.8022,7682.4455
16074,163,7004.8022,7687.6517
16172,164,7004.8022,7698.4016
16270,165,7004.8022,7827.3743
16368,166,6928.0506,7930.5490
16466,167,6928.0506,7946.4088
16564,168,6928.0506,7947.4629
16662,169,6928.0506,7902.0217
16760,170,6928.0506,8091.2159
16858,171,6928.0506,8003.8387
16956,172,6704.7165,7955.6910
17054,173,6704.7165,8015.6862
17152,174,6704.7165,8018.1158
17250,175,6704.7165,7974.2781
17348,176,6704.7165,8203.5832
17446,177,6704.7165,8230.7713
17544,178,6704.7165,8304.8083
17642,179,6704.7165,8373.4488
17740,180,6704.7165,8144.8268
17838,181,6704.7165,8171.7722
17936,182,6704.7165,8084.0274
18034,183,6704.7165,7841.0016
18132,184,6704.7165,7935.8429
18230,185,6704.7165,8026.2224
18328,186,6704.7165,7770.9284
18426,187,6704.7165,7784.7089
18524,188,6704.7165,7584.0883
18622,189,6684.7621,7460.1912
18720,190,6684.7621,7324.1321
18818,191,6556.9653,7308.7926
18916,192,6556.9653,7288.3278
19014,193,6556.9653,7186.9741
19112,194,6556.9653,7162.0470
19210,195,6556.9653,7092.2742
19308,196,6320.2172,7023.6480
19406,197,6320.2172,7021.3664
19504,198,6320.2172,6961.4385
19602,199,6320.2172,6986.9460
19700,200,6310.1692,6935.4260
19798,201,6310.1692,6861.7928
19896,202,6310.1692,6910.8479
19994,203,6310.1692,6870.3683
20092,204,6310.1692,6737.4035
20190,205,6310.1692,6594.7655
20288,206,6275.5952,6596.0136
20386,207,6245.2417,6545.1098
20484,208,6245.2417,6492.0968
20582,209,6188.8420,6576.5845
20680,210,6188.8420,6525.9833
20778,211,6188.8420,6637.0784
20876,212,6183.3889,6647.2378
20974,213,6126.9892,6532.2444
21072,214,6105.4499,6566.3557
21170,215,6105.4499,6472.1980
21268,216,6105.4499,6481.6297
21366,217,6105.4499,6434.3767
21464,218,6105.4499,6499.1335
21562,219,6105.4499,6434.9742
21660,220,6105.4499,6412.9065
21758,221,6105.4499,6373.2032
21856,222,6105.4499,6497.9150
21954,223,6105.4499,6408.0247
22052,224,6105.4499,6394.8622
22150,225,6105.4499,6451.2241
22248,226,6105.4499,6417.0061
22346,227,6105.4499,6537.0348
22444,228,6105.4499,6459.6152
22542,229,6105.4499,6435.4853
22640,230,6105.4499,6472.9172
22738,231,6105.4499,6498.5752
22836,232,6105.4499,6446.3644
22934,233,6105.4499,6357.7865
23032,234,6105.4499,6250.4348
23130,235,6105.4499,6295.6875
23228,236,6105.4499,6229.9495
23326,237,6105.4499,6236.8202
23424,238,6105.4499,6260.2204
23522,239,6105.4499,6279.3779
23620,240,6105.4499,6341.8012
23718,241,6105.4499,6267.2017
23816,242,6105.4499,6231.4663
23914,243,6105.4499,6334.3659
24012,244,6105.4499,6314.3826
24110,245,6105.4499,6242.7052
24208,246,6105.4499,6356.2454
24306,247,6105.4499,6301.1788
24404,248,6105.4499,6272.8753
24502,249,6018.6492,6218.7959
24600,250,6018.6492,6270.9515
24698,251,6018.6492,6228.5636
24796,252,6018.6492,6239.3415
24894,253,6018.6492,6226.5538
24992,254,6018.6492,6242.5716
25090,255,6018.6492,6250.4324
25188,256,6018.6492,6179.8048
25286,257,6018.6492,6149.8884
25384,258,6018.6492,6203.9367
25482,259,6018.6492,6169.8569
25580,260,6018.6492,6120.8181
25678,261,5987.0688,6210.5676
25776,262,5987.0688,6163.4488
25874,263,5987.0688,6211.7041
25972,264,5987.0688,6129.3603
26070,265,5987.0688,6213.1963
26168,266,5987.0688,6166.3645
26266,267,5987.0688,6138.3512
26364,268,5978.8739,6208.7586
26462,269,5978.8739,6184.5999
26560,270,5978.8739,6150.2523
26658,271,5978.8739,6187.8705
26756,272,5978.8739,6179.2286
26854,273,5978.8739,6123.0830
26952,274,5978.8739,6118.5889
27050,275,5978.8739,6120.4907
27148,276,5978.8739,6176.9070
27246,277,5978.8739,6261.1706
27344,278,5978.8739,6192.5659
27442,279,5978.8739,6187.4128
27540,280,5978.8739,6176.7144
27638,281,5978.8739,6126.7813
27736,282,5978.8739,6205.5397
27834,283,5978.8739,6149.2764
27932,284,5978.8739,6105.7832
28030,285,5978.8739,6146.8386
28128,286,5978.8739,6077.6470
28226,287,5978.8739,6165.7906
28324,288,5978.8739,6166.1211
28422,289,5978.8739,6189.7953
28520,290,5978.8739,6191.7167
28618,291,5978.8739,6261.2107
28716,292,5978.8739,6131.5095
28814,293,5978.8739,6198.4614
28912,294,5978.8739,6125.7971
29010,295,5978.8739,6155.5050
29108,296,5978.8739,6217.5124
29206,297,5978.8739,6128.5734
29304,298,5978.8739,6156.6102
29402,299,5978.8739,6199.4118
29500,300,5978.8739,6228.4079
29598,301,5978.8739,6152.4141
29696,302,5978.8739,6190.5203
29794,303,5978.8739,6214.1116
29892,304,5978.8739,6193.5455
29990,305,5978.8739,6101.6964
30088,306,5978.8739,6096.8135
30186,307,5978.8739,6159.3314
30284,308,5978.8739,6136.4863
30382,309,5978.8739,6138.4072
30480,310,5978.8739,6138.8901
30578,311,5978.8739,6168.7004
30676,312,5978.8739,6158.3464
30774,313,5978.8739,6093.9150
30872,314,5978.8739,6179.8590
30970,315,5978.8739,6154.5679
31068,316,5978.8739,6084.6753
31166,317,5978.8739,6124.6540
31264,318,5978.8739,6158.8018
31362,319,5978.8739,6151.9851
31460,320,5978.8739,6160.7125
31558,321,5978.8739,6250.1534
31656,322,5978.8739,6156.6424
31754,323,5978.8739,6096.7888
31852,324,5978.8739,6082.4323
31950,325,5978.8739,6111.9318
32048,326,5978.8739,6092.6609
32146,327,5978.8739,6083.4598
32244,328,5978.8739,6206.5585
32342,329,5978.8739,6088.2789
32440,330,5978.8739,6149.4791
32538,331,5978.8739,6215.1388
32636,332,5978.8739,6149.4154
32734,333,5978.8739,6145.5545
32832,334,5978.8739,6184.9789
32930,335,5978.8739,6165.8549
33028,336,5978.8739,6137.1063
33126,337,5978.8739,6176.0785
33224,338,5978.8739,6127.8143
33322,339,5978.8739,6179.5690
33420,340,5978.8739,6167.5040
33518,341,5978.8739,6148.6262
33616,342,5978.8739,6133.8089
33714,343,5978.8739,6123.8892
33812,344,5978.8739,6175.2878
33910,345,5978.8739,6183.1601
34008,346,5978.8739,6132.5437
34106,347,5978.8739,6112.5948
34204,348,5978.8739,6136.5882
34302,349,5978.8739,6140.0272
34400,350,5978.8739,6124.2813
34498,351,5978.8739,6105.8240
34596,352,5978.8739,6131.9697
34694,353,5978.8739,6147.6378
34792,354,5978.8739,6117.1517
34890,355,5978.8739,6157.4666
34988,356,5978.8739,6080.3879
35086,357,5978.8739,6084.5806
35184,358,5978.8739,6136.4618
35282,359,5978.8739,6166.1550
35380,360,5978.8739,6219.1108
35478,361,5978.8739,6139.8371
35576,362,5978.8739,6213.5417
35674,363,5978.8739,6163.1515
35772,364,5978.8739,6069.3814
35870,365,5978.8739,6121.3512
35968,366,5978.8739,6111.7981
36066,367,5978.8739,6106.6194
36164,368,5978.8739,6182.4214
36262,369,5978.8739,6147.7450
36360,370,5978.8739,6181.2367
36458,371,5978.8739,6107.1445
36556,372,5978.8739,6141.4619
36654,373,5978.8739,6178.5748
36752,374,5978.8739,6117.3744
36850,375,5978.8739,6132.1196
36948,376,5978.8739,6102.2574
37046,377,5978.8739,6188.4949
37144,378,5978.8739,6106.9661
37242,379,5978.8739,6186.9420
37340,380,5978.8739,6072.1086
37438,381,5978.8739,6138.8313
37536,382,5978.8739,6195.3377
37634,383,5978.8739,6195.5301
37732,384,5978.8739,6105.2679
37830,385,5978.8739,6137.7577
37928,386,5978.8739,6097.7027
38026,387,5978.8739,6143.5830
38124,388,5978.8739,6148.3542
38222,389,5978.8739,6201.0762
38320,390,5978.8739,6219.0029
38418,391,5978.8739,6116.3936
38516,392,5978.8739,6130.8519
38614,393,5978.8739,6161.8989
38712,394,5978.8739,6120.5093
38810,395,5978.8739,6136.3680
38908,396,5978.8739,6152.9163
39006,397,5978.8739,6188.8183
39104,398,5978.8739,6172.4274
39202,399,5978.8739,6134.2367
39300,400,5978.8739,6185.2971
39398,401,5978.8739,6066.2187
39496,402,5978.8739,6096.8753
39594,403,5978.8739,6211.9781
39692,404,5978.8739,6138.4571
39790,405,5978.8739,6150.0337
39888,406,5978.8739,6141.1476
39986,407,5978.8739,6116.7505
40084,408,5978.8739,6127.6792
40182,409,5978.8739,6179.0874
40280,410,5978.8739,6160.4805
40378,411,5978.8739,6186.8004
40476,412,5978.8739,6142.7722
40574,413,5978.8739,6140.0757
40672,414,5978.8739,6112.7065
40770,415,5978.8739,6190.8523
40868,416,5978.8739,6135.4359
40966,417,5978.8739,6131.0738
41064,418,5978.8739,6142.5964
41162,419,5978.8739,6144.6046
41260,420,5978.8739,6135.4757
41358,421,5978.8739,6127.7994
41456,422,5978.8739,6173.1308
41554,423,5978.8739,6096.2820
41652,424,5978.8739,6168.0853
41750,425,5978.8739,6242.9829
41848,426,5960.1265,6179.0695
41946,427,5960.1265,6144.2991
42044,428,5960.1265,6067.3368
42142,429,5960.1265,6140.6370
42240,430,5960.1265,6104.6602
42338,431,5960.1265,6063.3041
42436,432,5960.1265,6099.0522
42534,433,5960.1265,6106.5616
42632,434,5960.1265,6102.5552
42730,435,5960.1265,6126.5633
42828,436,5960.1265,6107.5821
42926,437,5960.1265,6093.1342
43024,438,5960.1265,6168.6831
43122,439,5960.1265,6126.0293
43220,440,5960.1265,6083.7162
43318,441,5960.1265,6063.4616
43416,442,5960.1265,6162.5234
43514,443,5960.1265,6042.8517
43612,444,5960.1265,6090.4498
43710,445,5960.1265,6173.0791
43808,446,5960.1265,6166.9441
43906,447,5960.1265,6105.3239
44004,448,5960.1265,6164.9597
44102,449,5960.1265,6143.7918
44200,450,5960.1265,6125.1858
44298,451,5960.1265,6172.1722
44396,452,5960.1265,6088.7705
44494,453,5960.1265,6206.7449
44592,454,5960.1265,6263.4706
44690,455,5960.1265,6133.7877
44788,456,5960.1265,6142.5133
44886,457,5960.1265,6090.6841
44984,458,5960.1265,6076.6546
45082,459,5960.1265,6186.6636
45180,460,5960.1265,6089.9672
45278,461,5960.1265,6086.9643
45376,462,5960.1265,6087.7019
45474,463,5960.1265,6151.4953
45572,464,5960.1265,6108.9964
45670,465,5960.1265,6153.4803
45768,466,5960.1265,6113.7060
45866,467,5960.1265,6090.0066
45964,468,5960.1265,6092.2544
46062,469,5960.1265,6098.2449
46160,470,5960.1265,6082.1205
46258,471,5960.1265,6087.8813
46356,472,5960.1265,6150.4189
46454,473,5960.1265,6117.9495
46552,474,5960.1265,6084.9684
46650,475,5960.1265,6092.6298
46748,476,5960.1265,6148.7175
46846,477,5960.1265,6000.7661
46944,478,5960.1265,6102.8304
47042,479,5960.1265,6157.8843
47140,480,5960.1265,6121.1907
47238,481,5960.1265,6173.3362
47336,482,5960.1265,6131.4620
47434,483,5960.1265,6222.7522
47532,484,5960.1265,6102.5884
47630,485,5960.1265,6078.9082
47728,486,5960.1265,6102.2464
47826,487,5960.1265,6097.0445
47924,488,5960.1265,6100.1391
48022,489,5960.1265,6109.9895
48120,490,5960.1265,6083.3454
48218,491,5960.1265,6100.1156
48316,492,5960.1265,6086.9766
48414,493,5960.1265,6170.0270
48512,494,5960.1265,6114.7319
48610,495,5960.1265,6127.1179
48708,496,5960.1265,6203.5429
48806,497,5960.1265,6164.1116
48904,498,5960.1265,6109.8758
49002,499,5960.1265,6115.0866
49100,500,5960.1265,6119.7977
49198,501,5960.1265,6171.0671
49296,502,5960.1265,6145.9080
49394,503,5960.1265,6111.7492
49492,504,5960.1265,6161.1002
49590,505,5960.1265,6140.8965
49688,506,5960.1265,6125.5629
49786,507,5960.1265,6127.2234
49884,508,5960.1265,6153.8050
49982,509,5960.1265,6068.9929
50080,510,5960.1265,6080.8923
50178,511,5960.1265,6122.2581
50276,512,5960.1265,6122.8296
50374,513,5960.1265,6100.5998
50472,514,5960.1265,6157.3144
50570,515,5960.1265,6167.7112
50668,516,5960.1265,6142.1952
50766,517,5960.1265,6140.5841
50864,518,5960.1265,6117.3474
50962,519,5960.1265,6075.2747
51060,520,5960.1265,6169.0094
51158,521,5960.1265,6170.7631
51256,522,5960.1265,6124.7629
51354,523,5960.1265,6121.4043
51452,524,5960.1265,6122.2057
51550,525,5960.1265,6102.0194
51648,526,5960.1265,6176.2315
51746,527,5960.1265,6157.5768
51844,528,5960.1265,6152.5219
51942,529,5960.1265,6131.0036
52040,530,5960.1265,6087.6607
52138,531,5960.1265,6150.2998
52236,532,5960.1265,6073.2886
52334,533,5960.1265,6097.9132
52432,534,5960.1265,6074.2400
52530,535,5960.1265,6116.0641
52628,536,5960.1265,6090.0306
52726,537,5960.1265,6117.8290
52824,538,5960.1265,6111.3576
52922,539,5960.1265,6053.2076
53020,540,5960.1265,6093.2330
53118,541,5960.1265,6130.5305
53216,542,5960.1265,6146.5004
53314,543,5960.1265,6150.7032
53412,544,5960.1265,6175.1652
53510,545,5960.1265,6153.7802
53608,546,5960.1265,6152.5576
53706,547,5960.1265,6190.0455
53804,548,5960.1265,6183.0700
53902,549,5960.1265,6147.8030
54000,550,5960.1265,6089.7982
54098,551,5960.1265,6109.9546
54196,552,5960.1265,6068.7838
54294,553,5960.1265,6014.3666
54392,554,5960.1265,6138.1387
54490,555,5960.1265,6097.5278
54588,556,5960.1265,6115.1568
54686,557,5960.1265,6139.9142
54784,558,5960.1265,6082.3996
54882,559,5960.1265,6101.2518
54980,560,5960.1265,6196.2560
55078,561,5960.1265,6074.4388
55176,562,5960.1265,6077.8150
55274,563,5960.1265,6184.3589
55372,564,5960.1265,6215.4899
55470,565,5960.1265,6145.9251
55568,566,5960.1265,6145.3466
55666,567,5960.1265,6177.3402
55764,568,5960.1265,6186.5945
55862,569,5960.1265,6144.4974
55960,570,5960.1265,6142.2062
56058,571,5960.1265,6108.8655
56156,572,5960.1265,6143.1644
56254,573,5960.1265,6141.8347
56352,574,5960.1265,6121.5220
56450,575,5960.1265,6125.8884
56548,576,5960.1265,6145.0647
56646,577,5960.1265,6155.4513
56744,578,5960.1265,6108.1710
56842,579,5960.1265,6110.1926
56940,580,5960.1265,6077.6124
57038,581,5960.1265,6108.3339
57136,582,5960.1265,6099.2468
57234,583,5960.1265,6094.8857
57332,584,5960.1265,6215.4610
57430,585,5960.1265,6082.7786
57528,586,5960.1265,6139.9535
57626,587,5960.1265,6066.3896
57724,588,5960.1265,6072.2466
57822,589,5960.1265,6079.1342
57920,590,5960.1265,6104.7697
58018,591,5960.1265,6151.0330
58116,592,5960.1265,6127.4598
58214,593,5960.1265,6068.3541
58312,594,5960.1265,6077.5750
58410,595,5960.1265,6149.9843
58508,596,5960.1265,6120.6127
58606,597,5960.1265,6137.4847
58704,598,5960.1265,6178.3317
58802,599,5960.1265,6175.3398
58900,600,5960.1265,6207.9360
58998,601,5960.1265,6115.8351
59096,602,5960.1265,6199.0565
59194,603,5960.1265,6209.2756
59292,604,5960.1265,6097.8036
59390,605,5960.1265,6133.3971
59488,606,5960.1265,6156.4230
59586,607,5960.1265,6093.6886
59684,608,5960.1265,6155.5450
59782,609,5960.1265,6201.2417
59880,610,5960.1265,6130.0529
59978,611,5960.1265,6086.9316
60076,612,5960.1265,6188.9566
60174,613,5960.1265,6184.5393
60272,614,5960.1265,6181.7345
60370,615,5960.1265,6128.7776
60468,616,5960.1265,6115.7330
60566,617,5960.1265,6118.3842
60664,618,5960.1265,6232.3983
60762,619,5960.1265,6074.9195
60860,620,5960.1265,6139.8103
60958,621,5960.1265,6127.8069
61056,622,5960.1265,6069.9484
61154,623,5960.1265,6083.1175
61252,624,5960.1265,6141.8270
61350,625,5960.1265,6070.7647
61448,626,5960.1265,6130.4308
