avaliacoes,geracao,custo_melhor,custo_medio,custo_pior
8332,84,9048.8897,10084.9818,12220.2628
8430,85,9048.8897,10082.4980,12005.0868
8528,86,8896.2096,10023.6238,12302.2842
8626,87,8804.1697,9845.1690,12055.3587
8724,88,8804.1697,9913.3674,12599.1309
8822,89,8775.1319,9861.0126,12545.3814
8920,90,8775.1319,9804.7938,12285.8611
9018,91,8775.1319,9868.4760,11687.2772
9116,92,8590.4763,9890.1278,12029.6325
9214,93,8590.4763,9839.1026,12811.8797
9312,94,8551.7425,9821.1852,12579.0417
9410,95,8416.3548,9588.7432,11978.8747
9508,96,8416.3548,9286.5328,11483.0834
9606,97,8416.3548,9123.3042,11885.1016
9704,98,8310.3432,8989.8229,11081.4625
9802,99,8055.2504,8999.1166,11112.8477
9900,100,8055.2504,8853.4817,10520.9448
9998,101,8055.2504,8796.5099,10630.3370
10096,102,8002.4199,8720.8461,10471.5788
10194,103,7963.6860,8772.8345,10705.7838
10292,104,7963.6860,8559.8345,10613.4300
10390,105,7824.8658,8586.1054,10397.3940
10488,106,7824.8658,8550.9345,10507.4495
10586,107,7824.8658,8519.5499,10934.3974
10684,108,7811.4838,8432.4075,10958.4059
10782,109,7798.3025,8392.0930,10144.6181
10880,110,7758.5440,8317.7503,10265.2879
10978,111,7758.5440,8196.1166,10445.9879
11076,112,7678.8271,8121.1049,10664.8724
11174,113,7678.8271,8069.6819,9687.5042
11272,114,7512.6715,7967.8889,9276.7432
11370,115,7512.6715,7974.7633,9486.2567
11468,116,7512.6715,8005.5247,9828.1900
11566,117,7388.1928,7970.4328,9680.6887
11664,118,7388.1928,8057.6478,10232.8970
11762,119,7388.1928,8150.9269,10064.9155
11860,120,7388.1928,7933.3121,10015.7084
11958,121,7388.1928,7783.2174,10247.1028
12056,122,7335.8231,7643.2401,9997.3875
12154,123,7322.1742,7618.8362,9401.8282
12252,124,7322.1742,7539.0905,9558.4727
12350,125,7322.1742,7554.4050,10220.5017
12448,126,7268.2235,7610.1427,9588.0790
12546,127,7268.2235,7451.2375,8943.5346
12644,128,7245.9365,7525.4294,8983.4417
12742,129,7245.9365,7540.2963,8963.7199
12840,130,7245.9365,7504.0336,10017.1569
12938,131,7241.9020,7491.8485,8832.7314
13036,132,7183.1262,7490.2641,9258.4344
13134,133,7183.1262,7502.7771,9161.9239
13232,134,7183.1262,7654.2352,9203.5941
13330,135,7183.1262,7657.9770,9595.2609
13428,136,7156.4325,7847.1552,10061.5822
13526,137,7156.4325,7688.5091,9781.5886
13624,138,7156.4325,7644.0315,9941.4712
13722,139,7156.4325,7565.4543,9760.3224
13820,140,7156.4325,7555.8021,9647.7553
13918,141,7156.4325,7680.5573,9843.7158
14016,142,7126.7923,7654.6174,10009.4432
14114,143,7126.7923,7579.7059,9503.1810
14212,144,7126.7923,7614.8355,8901.7592
14310,145,7126.7923,7653.5245,10662.4618
14408,146,7021.2515,7458.9070,9780.4445
14506,147,7021.2515,7448.3059,9138.9971
14604,148,7021.2515,7488.7451,9218.9676
14702,149,7021.2515,7465.1135,9711.4414
14800,150,7021.2515,7538.6861,10341.0410
14898,151,7004.8022,7593.7320,9730.1351
14996,152,7004.8022,7682.0016,9850.8996
15094,153,7004.8022,7722.8682,10060.2345
15192,154,7004.8022,7894.0978,10029.9942
15290,155,7004.8022,7731.5215,9674.3400
15388,156,7004.8022,7695.1111,9616.6581
15486,157,7004.8022,7650.8023,10185.3697
15584,158,7004.8022,7596.1791,9770.1513
15682,159,7004.8022,7606.9567,9901.2552
15780,160,7004.8022,7599.9784,11137.2820
15878,161,7004.8022,7534.9888,9618.7751
15976,162,7004.8022,7682.4455,9814.1909
16074,163,7004.8022,7687.6517,10089.8489
16172,164,7004.8022,7698.4016,9442.9163
16270,165,7004.8022,7827.3743,10089.6936
16368,166,6928.0506,7930.5490,10970.6296
16466,167,6928.0506,7946.4088,11556.3100
16564,168,6928.0506,7947.4629,10826.0534
16662,169,6928.0506,7902.0217,9865.8665
16760,170,6928.0506,8091.2159,9873.7833
16858,171,6928.0506,8003.8387,10582.3084
16956,172,6704.7165,7955.6910,10907.9309
17054,173,6704.7165,8015.6862,11298.2716
17152,174,6704.7165,8018.1158,10656.3056
17250,175,6704.7165,7974.2781,9969.4464
17348,176,6704.7165,8203.5832,10509.4899
17446,177,6704.7165,8230.7713,10538.2794
17544,178,6704.7165,8304.8083,10142.0805
17642,179,6704.7165,8373.4488,10256.6185
17740,180,6704.7165,8144.8268,10491.3140
17838,181,6704.7165,8171.7722,10481.2788
17936,182,6704.7165,8084.0274,10243.2893
18034,183,6704.7165,7841.0016,9590.0395
18132,184,6704.7165,7935.8429,10440.3790
18230,185,6704.7165,8026.2224,10555.6183
18328,186,6704.7165,7770.9284,10296.2225
18426,187,6704.7165,7784.7089,10388.1321
18524,188,6704.7165,7584.0883,10799.9320
18622,189,6684.7621,7460.1912,9485.3072
18720,190,6684.7621,7324.1321,9591.6798
18818,191,6556.9653,7308.7926,9069.5856
18916,192,6556.9653,7288.3278,9002.9495
19014,193,6556.9653,7186.9741,9595.5091
19112,194,6556.9653,7162.0470,8965.0562
19210,195,6556.9653,7092.2742,8956.7992
19308,196,6320.2172,7023.6480,9240.9588
19406,197,6320.2172,7021.3664,8371.0812
19504,198,6320.2172,6961.4385,9422.0483
19602,199,6320.2172,6986.9460,8837.0509
19700,200,6310.1692,6935.4260,8361.4643
19798,201,6310.1692,6861.7928,8745.7497
19896,202,6310.1692,6910.8479,8820.5201
19994,203,6310.1692,6870.3683,8788.1967
20092,204,6310.1692,6737.4035,9600.9872
20190,205,6310.1692,6594.7655,8359.3383
20288,206,6275.5952,6596.0136,8449.7390
20386,207,6245.2417,6545.1098,8853.5272
20484,208,6245.2417,6492.0968,8377.0930
20582,209,6188.8420,6576.5845,8980.7965
20680,210,6188.8420,6525.9833,8082.6797
20778,211,6188.8420,6637.0784,9224.8583
20876,212,6183.3889,6647.2378,8603.4975
20974,213,6126.9892,6532.2444,8715.9815
21072,214,6105.4499,6566.3557,8346.2881
21170,215,6105.4499,6472.1980,8095.5556
21268,216,6105.4499,6481.6297,7973.6711
21366,217,6105.4499,6434.3767,8268.9703
21464,218,6105.4499,6499.1335,8275.1161
21562,219,6105.4499,6434.9742,8754.0386
21660,220,6105.4499,6412.9065,8600.7635
21758,221,6105.4499,6373.2032,8042.1907
21856,222,6105.4499,6497.9150,8203.6719
21954,223,6105.4499,6408.0247,8219.3599
22052,224,6105.4499,6394.8622,8080.6988
22150,225,6105.4499,6451.2241,8548.8882
22248,226,6105.4499,6417.0061,8078.1095
22346,227,6105.4499,6537.0348,8937.0518
22444,228,6105.4499,6459.6152,8670.1914
22542,229,6105.4499,6435.4853,7977.3068
22640,230,6105.4499,6472.9172,8314.4802
22738,231,6105.4499,6498.5752,9403.9669
22836,232,6105.4499,6446.3644,8173.9997
22934,233,6105.4499,6357.7865,7963.9799
23032,234,6105.4499,6250.4348,7942.6736
23130,235,6105.4499,6295.6875,7873.7664
23228,236,6105.4499,6229.9495,8113.2412
23326,237,6105.4499,6236.8202,7484.7751
23424,238,6105.4499,6260.2204,7750.1135
23522,239,6105.4499,6279.3779,7833.2877
23620,240,6105.4499,6341.8012,8199.9937
23718,241,6105.4499,6267.2017,8598.8149
23816,242,6105.4499,6231.4663,7479.3267
23914,243,6105.4499,6334.3659,7923.3296
24012,244,6105.4499,6314.3826,7370.7829
24110,245,6105.4499,6242.7052,7875.8123
24208,246,6105.4499,6356.2454,8734.6430
24306,247,6105.4499,6301.1788,7694.4354
24404,248,6105.4499,6272.8753,7980.9776
24502,249,6018.6492,6218.7959,7699.8700
24600,250,6018.6492,6270.9515,7654.9474
24698,251,6018.6492,6228.5636,7808.7795
24796,252,6018.6492,6239.3415,7556.2142
24894,253,6018.6492,6226.5538,8030.8541
24992,254,6018.6492,6242.5716,7819.9549
25090,255,6018.6492,6250.4324,8894.9586
25188,256,6018.6492,6179.8048,7821.0095
25286,257,6018.6492,6149.8884,7533.1493
25384,258,6018.6492,6203.9367,7464.3825
25482,259,6018.6492,6169.8569,7552.4820
25580,260,6018.6492,6120.8181,7110.6652
25678,261,5987.0688,6210.5676,7883.4326
25776,262,5987.0688,6163.4488,7343.4144
25874,263,5987.0688,6211.7041,7551.0888
25972,264,5987.0688,6129.3603,7406.6541
26070,265,5987.0688,6213.1963,7645.0627
26168,266,5987.0688,6166.3645,7483.4521
26266,267,5987.0688,6138.3512,8414.6215
26364,268,5978.8739,6208.7586,7598.3531
26462,269,5978.8739,6184.5999,7501.5689
26560,270,5978.8739,6150.2523,7829.5514
26658,271,5978.8739,6187.8705,7789.4291
26756,272,5978.8739,6179.2286,8009.4047
26854,273,5978.8739,6123.0830,7528.3177
26952,274,5978.8739,6118.5889,7499.1614
27050,275,5978.8739,6120.4907,7453.2924
27148,276,5978.8739,6176.9070,7478.3785
27246,277,5978.8739,6261.1706,8154.5264
27344,278,5978.8739,6192.5659,8324.1928
27442,279,5978.8739,6187.4128,7528.3177
27540,280,5978.8739,6176.7144,8360.7705
27638,281,5978.8739,6126.7813,7538.2834
27736,282,5978.8739,6205.5397,7688.8896
27834,283,5978.8739,6149.2764,8057.7718
27932,284,5978.8739,6105.7832,7445.3587
28030,285,5978.8739,6146.8386,7474.9307
28128,286,5978.8739,6077.6470,7510.9803
28226,287,5978.8739,6165.7906,7864.8017
28324,288,5978.8739,6166.1211,7579.9666
28422,289,5978.8739,6189.7953,7493.3740
28520,290,5978.8739,6191.7167,7597.8406
28618,291,5978.8739,6261.2107,8292.6706
28716,292,5978.8739,6131.5095,7913.6102
28814,293,5978.8739,6198.4614,7781.2342
28912,294,5978.8739,6125.7971,8048.3864
29010,295,5978.8739,6155.5050,7749.9271
29108,296,5978.8739,6217.5124,7741.5706
29206,297,5978.8739,6128.5734,7449.5488
29304,298,5978.8739,6156.6102,8001.2068
29402,299,5978.8739,6199.4118,7560.3446
29500,300,5978.8739,6228.4079,8034.9247
29598,301,5978.8739,6152.4141,9136.8372
29696,302,5978.8739,6190.5203,7679.4645
29794,303,5978.8739,6214.1116,8044.8208
29892,304,5978.8739,6193.5455,7362.6145
29990,305,5978.8739,6101.6964,7493.3740
30088,306,5978.8739,6096.8135,7445.3587
30186,307,5978.8739,6159.3314,7781.2342
30284,308,5978.8739,6136.4863,7559.9524
30382,309,5978.8739,6138.4072,7559.9524
30480,310,5978.8739,6138.8901,7516.0692
30578,311,5978.8739,6168.7004,7759.6134
30676,312,5978.8739,6158.3464,7860.7852
30774,313,5978.8739,6093.9150,7688.5278
30872,314,5978.8739,6179.8590,7619.2665
30970,315,5978.8739,6154.5679,7876.4752
31068,316,5978.8739,6084.6753,7269.4048
31166,317,5978.8739,6124.6540,7574.7549
31264,318,5978.8739,6158.8018,7860.7852
31362,319,5978.8739,6151.9851,7559.5845
31460,320,5978.8739,6160.7125,7448.9731
31558,321,5978.8739,6250.1534,7991.6326
31656,322,5978.8739,6156.6424,7767.8819
31754,323,5978.8739,6096.7888,7350.9586
31852,324,5978.8739,6082.4323,7357.6870
31950,325,5978.8739,6111.9318,7392.8502
32048,326,5978.8739,6092.6609,7296.6731
32146,327,5978.8739,6083.4598,8179.7379
32244,328,5978.8739,6206.5585,7590.1582
32342,329,5978.8739,6088.2789,7808.0268
32440,330,5978.8739,6149.4791,7619.2665
32538,331,5978.8739,6215.1388,7773.6858
32636,332,5978.8739,6149.4154,7445.4077
32734,333,5978.8739,6145.5545,7571.1003
32832,334,5978.8739,6184.9789,7823.3496
32930,335,5978.8739,6165.8549,7577.4356
33028,336,5978.8739,6137.1063,7546.1850
33126,337,5978.8739,6176.0785,7497.1403
33224,338,5978.8739,6127.8143,7545.3335
33322,339,5978.8739,6179.5690,8001.2068
33420,340,5978.8739,6167.5040,8610.5155
33518,341,5978.8739,6148.6262,7362.6145
33616,342,5978.8739,6133.8089,7780.7685
33714,343,5978.8739,6123.8892,7439.0175
33812,344,5978.8739,6175.2878,7876.4752
33910,345,5978.8739,6183.1601,7722.4690
34008,346,5978.8739,6132.5437,7560.3446
34106,347,5978.8739,6112.5948,7431.2017
34204,348,5978.8739,6136.5882,7691.1736
34302,349,5978.8739,6140.0272,7516.6820
34400,350,5978.8739,6124.2813,7752.0104
34498,351,5978.8739,6105.8240,7545.3335
34596,352,5978.8739,6131.9697,7454.4832
34694,353,5978.8739,6147.6378,7741.5706
34792,354,5978.8739,6117.1517,7512.7066
34890,355,5978.8739,6157.4666,7898.0728
34988,356,5978.8739,6080.3879,7957.5200
35086,357,5978.8739,6084.5806,7661.3418
35184,358,5978.8739,6136.4618,7781.2342
35282,359,5978.8739,6166.1550,7796.7535
35380,360,5978.8739,6219.1108,8351.4809
35478,361,5978.8739,6139.8371,7340.0135
35576,362,5978.8739,6213.5417,7601.6647
35674,363,5978.8739,6163.1515,7599.5657
35772,364,5978.8739,6069.3814,7467.3591
35870,365,5978.8739,6121.3512,7398.4592
35968,366,5978.8739,6111.7981,7453.2924
36066,367,5978.8739,6106.6194,7571.1003
36164,368,5978.8739,6182.4214,7650.1637
36262,369,5978.8739,6147.7450,7579.9666
36360,370,5978.8739,6181.2367,7434.7871
36458,371,5978.8739,6107.1445,7341.7684
36556,372,5978.8739,6141.4619,7909.5413
36654,373,5978.8739,6178.5748,7546.1850
36752,374,5978.8739,6117.3744,7153.8988
36850,375,5978.8739,6132.1196,7471.9726
36948,376,5978.8739,6102.2574,7481.8470
37046,377,5978.8739,6188.4949,7516.6820
37144,378,5978.8739,6106.9661,8753.3019
37242,379,5978.8739,6186.9420,8001.2068
37340,380,5978.8739,6072.1086,7395.3764
37438,381,5978.8739,6138.8313,7573.0424
37536,382,5978.8739,6195.3377,8001.2068
37634,383,5978.8739,6195.5301,7459.0958
37732,384,5978.8739,6105.2679,7275.2424
37830,385,5978.8739,6137.7577,7991.6326
37928,386,5978.8739,6097.7027,7247.7117
38026,387,5978.8739,6143.5830,7741.5706
38124,388,5978.8739,6148.3542,7559.9524
38222,389,5978.8739,6201.0762,7682.2035
38320,390,5978.8739,6219.0029,7560.2172
38418,391,5978.8739,6116.3936,7775.2271
38516,392,5978.8739,6130.8519,7597.8406
38614,393,5978.8739,6161.8989,7469.3257
38712,394,5978.8739,6120.5093,7385.2768
38810,395,5978.8739,6136.3680,7599.5657
38908,396,5978.8739,6152.9163,7392.8502
39006,397,5978.8739,6188.8183,7538.2834
39104,398,5978.8739,6172.4274,7935.9433
39202,399,5978.8739,6134.2367,7425.7203
39300,400,5978.8739,6185.2971,7598.6594
39398,401,5978.8739,6066.2187,7387.4200
39496,402,5978.8739,6096.8753,7682.2035
39594,403,5978.8739,6211.9781,7599.5657
39692,404,5978.8739,6138.4571,7499.3150
39790,405,5978.8739,6150.0337,7560.3446
39888,406,5978.8739,6141.1476,7650.1637
39986,407,5978.8739,6116.7505,7429.6382
40084,408,5978.8739,6127.6792,7300.1344
40182,409,5978.8739,6179.0874,7726.2560
40280,410,5978.8739,6160.4805,7612.3350
40378,411,5978.8739,6186.8004,7823.3496
40476,412,5978.8739,6142.7722,7842.6902
40574,413,5978.8739,6140.0757,7104.0145
40672,414,5978.8739,6112.7065,7796.7535
40770,415,5978.8739,6190.8523,7721.5660
40868,416,5978.8739,6135.4359,8036.2793
40966,417,5978.8739,6131.0738,7661.3418
41064,418,5978.8739,6142.5964,7520.2679
41162,419,5978.8739,6144.6046,7387.0245
41260,420,5978.8739,6135.4757,7191.3994
41358,421,5978.8739,6127.7994,7601.6647
41456,422,5978.8739,6173.1308,7796.7535
41554,423,5978.8739,6096.2820,7759.6134
41652,424,5978.8739,6168.0853,7470.2289
41750,425,5978.8739,6242.9829,7991.6326
41848,426,5960.1265,6179.0695,7795.5355
41946,427,5960.1265,6144.2991,7692.2097
42044,428,5960.1265,6067.3368,7322.7285
42142,429,5960.1265,6140.6370,7637.3808
42240,430,5960.1265,6104.6602,7600.5191
42338,431,5960.1265,6063.3041,7205.9782
42436,432,5960.1265,6099.0522,7509.6240
42534,433,5960.1265,6106.5616,7384.9513
42632,434,5960.1265,6102.5552,7311.3995
42730,435,5960.1265,6126.5633,7541.4746
42828,436,5960.1265,6107.5821,7704.2546
42926,437,5960.1265,6093.1342,7526.5862
43024,438,5960.1265,6168.6831,7762.4868
43122,439,5960.1265,6126.0293,7426.6603
43220,440,5960.1265,6083.7162,7287.8667
43318,441,5960.1265,6063.4616,7288.5354
43416,442,5960.1265,6162.5234,7515.4146
43514,443,5960.1265,6042.8517,7312.7478
43612,444,5960.1265,6090.4498,7982.4595
43710,445,5960.1265,6173.0791,7857.7278
43808,446,5960.1265,6166.9441,7434.5450
43906,447,5960.1265,6105.3239,8196.7010
44004,448,5960.1265,6164.9597,8087.1343
44102,449,5960.1265,6143.7918,7225.7480
44200,450,5960.1265,6125.1858,7867.1842
44298,451,5960.1265,6172.1722,7846.0543
44396,452,5960.1265,6088.7705,7740.8660
44494,453,5960.1265,6206.7449,7778.0062
44592,454,5960.1265,6263.4706,8219.2512
44690,455,5960.1265,6133.7877,7846.0543
44788,456,5960.1265,6142.5133,7730.0638
44886,457,5960.1265,6090.6841,7781.3909
44984,458,5960.1265,6076.6546,7290.6786
45082,459,5960.1265,6186.6636,7982.4595
45180,460,5960.1265,6089.9672,7480.4140
45278,461,5960.1265,6086.9643,7384.9513
45376,462,5960.1265,6087.7019,7541.4746
45474,463,5960.1265,6151.4953,7604.7901
45572,464,5960.1265,6108.9964,7278.6411
45670,465,5960.1265,6153.4803,7804.6022
45768,466,5960.1265,6113.7060,7663.4561
45866,467,5960.1265,6090.0066,7842.0378
45964,468,5960.1265,6092.2544,7740.8660
46062,469,5960.1265,6098.2449,7556.0075
46160,470,5960.1265,6082.1205,7450.5783
46258,471,5960.1265,6087.8813,7281.3870
46356,472,5960.1265,6150.4189,7595.3189
46454,473,5960.1265,6117.9495,7804.3639
46552,474,5960.1265,6084.9684,7480.5677
46650,475,5960.1265,6092.6298,7846.0543
46748,476,5960.1265,6148.7175,7642.5945
46846,477,5960.1265,6000.7661,7037.4670
46944,478,5960.1265,6102.8304,7842.0378
47042,479,5960.1265,6157.8843,7295.2103
47140,480,5960.1265,6121.1907,8673.5677
47238,481,5960.1265,6173.3362,7582.9173
47336,482,5960.1265,6131.4620,7637.8891
47434,483,5960.1265,6222.7522,8954.2759
47532,484,5960.1265,6102.5884,7284.6410
47630,485,5960.1265,6078.9082,7722.8232
47728,486,5960.1265,6102.2464,7493.9593
47826,487,5960.1265,6097.0445,7560.1184
47924,488,5960.1265,6100.1391,7173.8523
48022,489,5960.1265,6109.9895,7790.8020
48120,490,5960.1265,6083.3454,7418.2740
48218,491,5960.1265,6100.1156,7477.8284
48316,492,5960.1265,6086.9766,7579.9121
48414,493,5960.1265,6170.0270,7739.5692
48512,494,5960.1265,6114.7319,7215.7098
48610,495,5960.1265,6127.1179,7463.0997
48708,496,5960.1265,6203.5429,8048.4758
48806,497,5960.1265,6164.1116,7842.0378
48904,498,5960.1265,6109.8758,7894.8628
49002,499,5960.1265,6115.0866,7561.2192
49100,500,5960.1265,6119.7977,7899.2541
49198,501,5960.1265,6171.0671,7740.8660
49296,502,5960.1265,6145.9080,7556.0075
49394,503,5960.1265,6111.7492,7778.0062
49492,504,5960.1265,6161.1002,7306.1795
49590,505,5960.1265,6140.8965,7608.9049
49688,506,5960.1265,6125.5629,7322.5091
49786,507,5960.1265,6127.2234,7234.7007
49884,508,5960.1265,6153.8050,7890.7939
49982,509,5960.1265,6068.9929,7740.8660
50080,510,5960.1265,6080.8923,7451.4815
50178,511,5960.1265,6122.2581,7452.0099
50276,512,5960.1265,6122.8296,7637.3808
50374,513,5960.1265,6100.5998,7857.7278
50472,514,5960.1265,6157.3144,7526.5862
50570,515,5960.1265,6167.7112,7692.3219
50668,516,5960.1265,6142.1952,7952.1457
50766,517,5960.1265,6140.5841,7422.1150
50864,518,5960.1265,6117.3474,7842.0378
50962,519,5960.1265,6075.2747,7527.4376
51060,520,5960.1265,6169.0094,7972.8852
51158,521,5960.1265,6170.7631,7824.9099
51256,522,5960.1265,6124.7629,7722.8232
51354,523,5960.1265,6121.4043,7477.8284
51452,524,5960.1265,6122.2057,7463.0997
51550,525,5960.1265,6102.0194,7373.5500
51648,526,5960.1265,6176.2315,9368.9378
51746,527,5960.1265,6157.5768,7543.2213
51844,528,5960.1265,6152.5219,7637.3808
51942,529,5960.1265,6131.0036,7582.9173
52040,530,5960.1265,6087.6607,7762.4868
52138,531,5960.1265,6150.2998,7637.3808
52236,532,5960.1265,6073.2886,7307.5229
52334,533,5960.1265,6097.9132,7642.5945
52432,534,5960.1265,6074.2400,7515.4146
52530,535,5960.1265,6116.0641,7614.6605
52628,536,5960.1265,6090.0306,7311.3995
52726,537,5960.1265,6117.8290,7730.0638
52824,538,5960.1265,6111.3576,7509.6240
52922,539,5960.1265,6053.2076,7120.7738
53020,540,5960.1265,6093.2330,7561.2192
53118,541,5960.1265,6130.5305,7206.3523
53216,542,5960.1265,6146.5004,7857.7278
53314,543,5960.1265,6150.7032,8605.5092
53412,544,5960.1265,6175.1652,8865.7754
53510,545,5960.1265,6153.7802,8420.7047
53608,546,5960.1265,6152.5576,7744.8034
53706,547,5960.1265,6190.0455,7762.4868
53804,548,5960.1265,6183.0700,7712.9273
53902,549,5960.1265,6147.8030,8593.2145
54000,550,5960.1265,6089.7982,7982.4595
54098,551,5960.1265,6109.9546,7842.0378
54196,552,5960.1265,6068.7838,7506.5340
54294,553,5960.1265,6014.3666,7188.9840
54392,554,5960.1265,6138.1387,7541.2050
54490,555,5960.1265,6097.5278,7552.3529
54588,556,5960.1265,6115.1568,7453.2252
54686,557,5960.1265,6139.9142,7463.0997
54784,558,5960.1265,6082.3996,7422.1150
54882,559,5960.1265,6101.2518,7506.5340
54980,560,5960.1265,6196.2560,7543.2213
55078,561,5960.1265,6074.4388,7384.5171
55176,562,5960.1265,6077.8150,7181.2260
55274,563,5960.1265,6184.3589,7824.9099
55372,564,5960.1265,6215.4899,8050.7395
55470,565,5960.1265,6145.9251,7789.8112
55568,566,5960.1265,6145.3466,7571.4108
55666,567,5960.1265,6177.3402,7778.0062
55764,568,5960.1265,6186.5945,7541.5973
55862,569,5960.1265,6144.4974,8002.2507
55960,570,5960.1265,6142.2062,7515.4146
56058,571,5960.1265,6108.8655,7452.0099
56156,572,5960.1265,6143.1644,7580.8184
56254,573,5960.1265,6141.8347,7831.2578
56352,574,5960.1265,6121.5220,7552.3529
56450,575,5960.1265,6125.8884,7543.2213
56548,576,5960.1265,6145.0647,7490.4160
56646,577,5960.1265,6155.4513,8587.4872
56744,578,5960.1265,6108.1710,7663.4561
56842,579,5960.1265,6110.1926,7778.0062
56940,580,5960.1265,6077.6124,7277.7346
57038,581,5960.1265,6108.3339,7561.2192
57136,582,5960.1265,6099.2468,7453.2252
57234,583,5960.1265,6094.8857,7618.5532
57332,584,5960.1265,6215.4610,7561.2192
57430,585,5960.1265,6082.7786,7642.5945
57528,586,5960.1265,6139.9535,7376.6290
57626,587,5960.1265,6066.3896,7307.5229
57724,588,5960.1265,6072.2466,7075.5030
57822,589,5960.1265,6079.1342,7490.4160
57920,590,5960.1265,6104.7697,7637.3808
58018,591,5960.1265,6151.0330,7722.8232
58116,592,5960.1265,6127.4598,7571.4108
58214,593,5960.1265,6068.3541,7722.8232
58312,594,5960.1265,6077.5750,7311.3995
58410,595,5960.1265,6149.9843,7669.7805
58508,596,5960.1265,6120.6127,7316.2133
58606,597,5960.1265,6137.4847,7452.0099
58704,598,5960.1265,6178.3317,7530.7711
58802,599,5960.1265,6175.3398,7762.4868
58900,600,5960.1265,6207.9360,8354.7331
58998,601,5960.1265,6115.8351,8026.5935
59096,602,5960.1265,6199.0565,7804.6022
59194,603,5960.1265,6209.2756,9300.6109
59292,604,5960.1265,6097.8036,7541.4746
59390,605,5960.1265,6133.3971,7579.9121
