avaliacoes,iteracao,custo_melhor,custo_atual
73601,73500,17109.0652,20250.3585
74101,74000,17109.0652,21635.5222
74601,74500,17109.0652,21978.3774
75101,75000,17109.0652,21509.1214
75601,75500,17109.0652,21981.7406
76101,76000,17109.0652,21857.4646
76601,76500,17109.0652,23806.5918
77101,77000,17109.0652,20814.0561
77601,77500,17109.0652,21624.2217
78101,78000,17109.0652,22481.0937
78601,78500,17109.0652,23501.6899
79101,79000,17109.0652,23012.8824
79601,79500,17109.0652,20912.8813
80101,80000,17109.0652,23903.3702
80601,80500,17109.0652,19877.4373
81101,81000,17109.0652,21123.7576
81601,81500,17109.0652,24119.5764
82101,82000,17109.0652,22121.1038
82601,82500,17109.0652,21727.8371
83101,83000,17109.0652,20262.0982
83601,83500,17109.0652,20060.1977
84101,84000,17109.0652,19953.7718
84601,84500,17109.0652,24185.2164
85101,85000,17109.0652,23500.6131
85601,85500,17109.0652,18553.4325
86101,86000,17109.0652,22459.3543
86601,86500,17109.0652,21347.8965
87101,87000,17109.0652,21614.7719
87601,87500,17109.0652,22293.8570
88101,88000,17109.0652,18720.4652
88601,88500,16779.9111,20044.4586
89101,89000,16779.9111,20892.9540
89601,89500,16779.9111,20470.2475
90101,90000,16779.9111,22260.6206
90601,90500,16779.9111,21272.6617
91101,91000,16779.9111,21498.1195
91601,91500,16779.9111,22635.4270
92101,92000,16779.9111,22276.2734
92601,92500,16779.9111,21013.1326
93101,93000,16779.9111,19780.0996
93601,93500,16779.9111,21680.4386
94101,94000,16779.9111,20833.9442
94601,94500,16742.6303,17609.6450
95101,95000,16742.6303,21036.4053
95601,95500,16742.6303,20696.4707
96101,96000,16742.6303,20917.4391
96601,96500,16742.6303,18983.8407
97101,97000,16742.6303,20876.1264
97601,97500,16742.6303,21648.6702
98101,98000,16742.6303,21676.6492
98601,98500,16742.6303,21130.4218
99101,99000,16742.6303,20977.4919
99601,99500,16742.6303,20305.8542
100101,100000,16742.6303,18372.2103
100601,100500,16742.6303,24193.9459
101101,101000,16742.6303,21733.8434
101601,101500,16612.0937,19603.9367
102101,102000,16612.0937,20117.8542
102601,102500,16612.0937,23462.9789
103101,103000,16612.0937,16954.4139
103601,103500,16612.0937,21659.5526
104101,104000,16612.0937,21177.0826
104601,104500,16612.0937,20049.8211
105101,105000,16612.0937,22586.0719
105601,105500,16612.0937,18738.7231
106101,106000,16612.0937,23117.3242
106601,106500,16612.0937,19373.6020
107101,107000,16612.0937,19282.4870
107601,107500,16082.5110,21281.4465
108101,108000,16082.5110,17320.2433
108601,108500,16082.5110,20654.5394
109101,109000,16082.5110,21285.4324
109601,109500,16082.5110,20665.8201
110101,110000,16082.5110,21575.0606
110601,110500,16082.5110,18036.0797
111101,111000,16082.5110,19118.1226
111601,111500,16082.5110,19566.5159
112101,112000,16082.5110,20729.8857
112601,112500,16082.5110,19620.2185
113101,113000,16082.5110,19814.9782
113601,113500,16082.5110,21087.2077
114101,114000,16082.5110,20128.1354
114601,114500,16082.5110,18465.2358
115101,115000,16082.5110,20016.3399
115601,115500,16082.5110,21218.2989
116101,116000,16082.5110,17258.1712
116601,116500,16082.5110,21806.2175
117101,117000,16082.5110,22047.5344
117601,117500,16082.5110,22072.5374
118101,118000,16082.5110,23123.8906
118601,118500,16082.5110,22639.9251
119101,119000,16082.5110,21203.0501
119601,119500,16082.5110,24150.5685
120101,120000,16082.5110,18976.1741
120601,120500,16082.5110,19257.2169
121101,121000,16003.3933,16939.7225
121601,121500,14910.1507,17003.3698
122101,122000,14910.1507,20857.5207
122601,122500,14910.1507,20772.9613
123101,123000,14910.1507,21187.6179
123601,123500,14910.1507,20842.2319
124101,124000,14910.1507,20872.6381
124601,124500,14910.1507,20775.7228
125101,125000,14910.1507,19048.6153
125601,125500,14910.1507,20172.6625
126101,126000,14910.1507,18726.2012
126601,126500,14910.1507,19298.8346
127101,127000,14910.1507,19146.0041
127601,127500,14910.1507,18984.5304
128101,128000,14910.1507,22926.8644
128601,128500,14910.1507,21110.2094
129101,129000,14910.1507,20092.6656
129601,129500,14910.1507,21015.6993
130101,130000,14910.1507,21199.6072
130601,130500,14910.1507,17488.8786
131101,131000,14910.1507,20808.6461
131601,131500,14910.1507,22582.9328
132101,132000,14910.1507,21001.8783
132601,132500,14910.1507,22321.0478
133101,133000,14910.1507,19612.2584
133601,133500,14910.1507,19444.8071
134101,134000,14910.1507,18579.5764
134601,134500,14910.1507,20229.1042
135101,135000,14910.1507,17304.4947
135601,135500,14910.1507,18219.4998
136101,136000,14910.1507,17625.4205
136601,136500,14910.1507,20360.3130
137101,137000,14910.1507,19007.7577
137601,137500,14910.1507,18405.3582
138101,138000,14910.1507,17383.9001
138601,138500,14581.7873,20177.4999
139101,139000,14471.3202,21887.0958
139601,139500,14471.3202,19197.3558
140101,140000,14471.3202,18740.3618
140601,140500,14471.3202,20874.7728
141101,141000,14471.3202,17917.4603
141601,141500,14471.3202,18049.6007
142101,142000,14471.3202,20153.9096
142601,142500,14471.3202,17733.7828
143101,143000,14471.3202,19160.0009
143601,143500,14471.3202,19038.7693
144101,144000,14471.3202,20855.4542
144601,144500,14471.3202,16958.5913
145101,145000,14471.3202,17131.0365
145601,145500,13826.4664,19430.0961
146101,146000,13826.4664,19389.0301
146601,146500,13826.4664,17347.7526
147101,147000,13826.4664,17364.4552
147601,147500,13826.4664,20705.0549
148101,148000,13826.4664,16719.3898
148601,148500,13826.4664,17636.0194
149101,149000,13826.4664,19397.5066
149601,149500,13826.4664,16921.6072
150101,150000,13826.4664,20555.4831
150601,150500,13826.4664,18944.7836
151101,151000,13826.4664,17906.3176
151601,151500,13826.4664,18276.9273
152101,152000,13826.4664,18258.3848
152601,152500,13826.4664,19718.5013
153101,153000,13826.4664,18623.0844
153601,153500,13826.4664,16940.1741
154101,154000,13826.4664,15496.6284
154601,154500,13826.4664,17655.4524
155101,155000,13826.4664,17685.4590
155601,155500,13826.4664,17048.7374
156101,156000,13826.4664,18251.4104
156601,156500,13826.4664,16252.7268
157101,157000,13826.4664,18011.8563
157601,157500,13826.4664,16607.7565
158101,158000,13826.4664,18497.3457
158601,158500,13826.4664,19681.3024
159101,159000,13826.4664,16935.4386
159601,159500,13826.4664,15138.9579
160101,160000,13826.4664,15557.6925
160601,160500,13826.4664,17265.2277
161101,161000,13826.4664,18215.4946
161601,161500,13826.4664,17052.1670
162101,162000,13826.4664,16234.1240
162601,162500,13826.4664,17647.7991
163101,163000,13826.4664,18989.1185
163601,163500,13826.4664,17132.8654
164101,164000,13826.4664,16207.8514
164601,164500,13826.4664,16488.1025
165101,165000,13826.4664,19921.6594
165601,165500,13826.4664,15400.5447
166101,166000,13826.4664,17852.4479
166601,166500,13826.4664,19716.8960
167101,167000,13826.4664,17584.1257
167601,167500,13826.4664,18588.7600
168101,168000,13826.4664,16865.7006
168601,168500,13826.4664,17738.8828
169101,169000,13826.4664,18802.9836
169601,169500,13826.4664,18807.6714
170101,170000,13826.4664,17923.1007
170601,170500,13826.4664,14131.6643
171101,171000,13826.4664,18085.0786
171601,171500,13826.4664,16726.4623
172101,172000,12501.7632,14038.5454
172601,172500,12501.7632,18697.0646
173101,173000,12501.7632,17130.2125
173601,173500,12501.7632,17812.2914
174101,174000,12367.3580,19058.1683
174601,174500,12367.3580,15459.4502
175101,175000,12367.3580,15720.9724
175601,175500,12367.3580,15303.0482
176101,176000,12367.3580,15653.0012
176601,176500,12367.3580,17613.1035
177101,177000,12367.3580,15940.0871
177601,177500,11189.1921,17677.1716
178101,178000,11189.1921,17627.0094
178601,178500,11189.1921,15717.0766
179101,179000,11189.1921,16369.0022
179601,179500,11189.1921,16072.9557
180101,180000,11189.1921,14853.5789
180601,180500,11189.1921,13724.6034
181101,181000,11189.1921,17613.2562
181601,181500,11189.1921,17128.3691
182101,182000,11189.1921,14079.1685
182601,182500,11189.1921,13932.6534
183101,183000,11189.1921,16140.9982
183601,183500,11189.1921,13381.6633
184101,184000,11189.1921,16624.0058
184601,184500,11189.1921,14297.4543
185101,185000,11189.1921,14684.9992
185601,185500,11189.1921,15043.7928
186101,186000,11189.1921,16025.3523
186601,186500,11189.1921,13828.5041
187101,187000,11189.1921,16045.8337
187601,187500,11189.1921,16964.2355
188101,188000,11189.1921,14374.5971
188601,188500,11189.1921,14093.8814
189101,189000,11189.1921,16560.3695
189601,189500,11189.1921,16775.0814
190101,190000,11189.1921,16448.5645
190601,190500,11189.1921,14468.9448
191101,191000,11189.1921,15631.8421
191601,191500,11189.1921,15508.6040
192101,192000,11189.1921,16483.2042
192601,192500,11189.1921,15325.8004
193101,193000,11189.1921,15066.2885
193601,193500,11189.1921,16167.2085
194101,194000,11189.1921,15159.6360
194601,194500,11189.1921,16831.5512
195101,195000,11189.1921,14842.7204
195601,195500,11189.1921,14312.4081
196101,196000,11189.1921,15574.2130
196601,196500,11189.1921,13785.7726
197101,197000,11189.1921,14018.2318
197601,197500,11189.1921,14892.8703
198101,198000,11189.1921,14805.3003
198601,198500,11189.1921,15881.1797
199101,199000,11189.1921,12459.0664
199601,199500,11189.1921,15746.8743
200101,200000,11189.1921,13746.5296
200601,200500,11189.1921,14953.9590
201101,201000,11189.1921,15902.5343
201601,201500,11189.1921,14233.7569
202101,202000,11189.1921,14137.0327
202601,202500,11189.1921,11692.6523
203101,203000,11189.1921,14912.3308
203601,203500,11189.1921,16789.0523
204101,204000,11189.1921,17353.0317
204601,204500,11189.1921,14637.2018
205101,205000,11189.1921,14045.3397
205601,205500,11189.1921,13216.5200
206101,206000,11189.1921,15104.1880
206601,206500,11189.1921,13804.4405
207101,207000,11189.1921,13252.7121
207601,207500,11189.1921,13560.2698
208101,208000,11189.1921,14404.4023
208601,208500,11189.1921,13982.2271
209101,209000,11189.1921,13042.5930
209601,209500,11189.1921,13232.8242
210101,210000,11189.1921,15208.0104
210601,210500,11189.1921,14164.1755
211101,211000,11189.1921,13477.8058
211601,211500,11189.1921,12952.7564
212101,212000,11189.1921,13106.1260
212601,212500,11189.1921,13462.5479
213101,213000,11189.1921,13896.4301
213601,213500,11189.1921,15467.6315
214101,214000,11189.1921,14404.7879
214601,214500,11189.1921,14840.6648
215101,215000,11189.1921,13693.7397
215601,215500,10576.2184,12743.8384
216101,216000,10576.2184,15746.4584
216601,216500,10576.2184,12065.7554
217101,217000,10224.1100,10224.1100
217601,217500,10224.1100,13553.1208
218101,218000,10224.1100,12398.5793
218601,218500,10224.1100,10970.2704
219101,219000,10224.1100,12027.0507
219601,219500,10224.1100,11618.6159
220101,220000,10224.1100,15930.6420
220601,220500,10224.1100,11971.1013
221101,221000,10224.1100,15824.6468
221601,221500,10224.1100,11767.9464
222101,222000,10224.1100,13130.4672
222601,222500,10224.1100,11966.3556
223101,223000,10224.1100,11262.5179
223601,223500,10224.1100,11818.5630
224101,224000,10224.1100,12202.9943
224601,224500,10224.1100,13335.9557
225101,225000,10224.1100,12964.3713
225601,225500,10224.1100,11895.4424
226101,226000,10224.1100,12510.4681
226601,226500,10224.1100,12040.6435
227101,227000,10224.1100,11736.2313
227601,227500,10224.1100,13033.6291
228101,228000,10224.1100,12403.9882
228601,228500,10224.1100,11875.3903
229101,229000,10081.4258,10667.1417
229601,229500,10081.4258,11618.1310
230101,230000,10081.4258,13305.4943
230601,230500,10081.4258,13569.5534
231101,231000,10081.4258,14056.5281
231601,231500,10081.4258,12704.7255
232101,232000,10081.4258,12546.0085
232601,232500,10081.4258,11017.7519
233101,233000,10081.4258,11658.3208
233601,233500,10022.1305,11797.7293
234101,234000,10022.1305,12336.7679
234601,234500,10022.1305,13429.7385
235101,235000,10022.1305,13469.9000
235601,235500,10022.1305,11780.0543
236101,236000,9918.1704,12503.5543
236601,236500,9725.7403,10232.6292
237101,237000,9432.5444,12219.0189
237601,237500,9432.5444,11815.2484
238101,238000,9432.5444,12987.8749
238601,238500,9432.5444,12734.7087
239101,239000,9432.5444,12025.9362
239601,239500,9432.5444,12691.6852
240101,240000,9432.5444,12485.7953
240601,240500,9432.5444,12169.4555
241101,241000,9432.5444,12663.5055
241601,241500,9432.5444,11504.4163
242101,242000,9432.5444,10263.5016
242601,242500,9432.5444,11782.2649
243101,243000,9432.5444,10944.6534
243601,243500,9432.5444,11272.3017
244101,244000,9432.5444,10077.9211
244601,244500,9432.5444,11956.5330
245101,245000,9432.5444,12052.6485
245601,245500,9432.5444,10170.5941
246101,246000,9432.5444,11780.1340
246601,246500,9428.5833,10079.3999
247101,247000,9428.5833,11337.3919
247601,247500,9428.5833,10634.8739
248101,248000,9428.5833,11524.1657
248601,248500,9428.5833,11429.0630
249101,249000,9428.5833,11570.7253
249601,249500,9428.5833,12525.5017
250101,250000,9428.5833,12194.6606
250601,250500,9428.5833,11196.0801
251101,251000,9051.0816,9663.1384
251601,251500,9051.0816,10208.5258
252101,252000,9051.0816,10372.1825
252601,252500,9051.0816,10963.8363
253101,253000,9051.0816,9793.9555
253601,253500,9051.0816,12138.0750
254101,254000,9051.0816,11011.9784
254601,254500,9051.0816,10359.4610
255101,255000,9051.0816,10209.2941
255601,255500,8878.0008,9269.8868
256101,256000,8878.0008,9851.3236
256601,256500,8878.0008,11462.4296
257101,257000,8878.0008,11158.1954
257601,257500,8878.0008,10526.5483
258101,258000,8878.0008,9307.3076
258601,258500,8878.0008,9724.2854
259101,259000,8494.5621,8805.5442
259601,259500,8494.5621,8635.8436
260101,260000,8381.9398,8517.1930
260601,260500,8381.9398,8912.1853
261101,261000,8381.9398,10195.7682
261601,261500,8381.9398,10411.1397
262101,262000,8381.9398,9607.0910
262601,262500,8381.9398,10533.3500
263101,263000,8381.9398,10938.3612
263601,263500,8381.9398,11135.6029
264101,264000,8381.9398,11567.4204
264601,264500,8381.9398,10592.2570
265101,265000,8381.9398,10101.4630
265601,265500,8381.9398,10329.2403
266101,266000,8381.9398,9730.0441
266601,266500,8381.9398,10181.4853
267101,267000,8381.9398,9319.4560
267601,267500,8381.9398,9232.6795
268101,268000,8381.9398,8672.9887
268601,268500,8381.9398,9340.3934
269101,269000,8381.9398,10367.6438
269601,269500,8381.9398,9327.6873
270101,270000,8381.9398,8970.4409
270601,270500,8381.9398,9071.7321
271101,271000,8381.9398,9305.4131
271601,271500,8381.9398,10330.3884
272101,272000,8381.9398,10132.5148
272601,272500,8381.9398,9321.4832
273101,273000,8381.9398,9510.2371
273601,273500,8381.9398,10742.8998
274101,274000,8381.9398,9461.7031
274601,274500,8381.9398,9039.8042
275101,275000,8381.9398,9551.9704
275601,275500,8381.9398,9707.4054
276101,276000,8381.9398,9492.5740
276601,276500,8381.9398,9289.3723
277101,277000,8381.9398,8707.7385
277601,277500,8381.9398,8443.7013
278101,278000,7788.2331,8465.4026
278601,278500,7788.2331,8840.4435
279101,279000,7788.2331,9846.4304
279601,279500,7788.2331,8986.2517
280101,280000,7788.2331,9312.5710
280601,280500,7788.2331,9351.1522
281101,281000,7788.2331,9671.7038
281601,281500,7788.2331,9398.7154
282101,282000,7788.2331,8500.7257
282601,282500,7788.2331,9998.6019
283101,283000,7788.2331,8606.5851
283601,283500,7788.2331,8363.2546
284101,284000,7788.2331,8826.1113
284601,284500,7788.2331,8671.9941
285101,285000,7786.6412,8935.4211
285601,285500,7786.6412,9600.5412
286101,286000,7786.6412,8791.5276
286601,286500,7786.6412,9007.0267
287101,287000,7786.6412,8851.7738
287601,287500,7786.6412,8869.4349
288101,288000,7786.6412,8456.8377
288601,288500,7786.6412,9857.5961
289101,289000,7786.6412,8622.6605
289601,289500,7786.6412,9133.6661
290101,290000,7786.6412,8879.8520
290601,290500,7280.2641,7314.8133
291101,291000,7235.9012,8054.3463
291601,291500,7235.9012,8247.9386
292101,292000,7235.9012,9467.2144
292601,292500,7235.9012,8876.7686
293101,293000,7235.9012,10646.5869
293601,293500,7235.9012,7812.5385
294101,294000,7168.3194,7734.0116
294601,294500,7168.3194,7595.7417
295101,295000,7168.3194,7863.2051
295601,295500,7168.3194,7666.1865
296101,296000,7168.3194,7797.1015
296601,296500,7168.3194,7593.5044
297101,297000,7168.3194,7736.1345
297601,297500,7168.3194,8330.0754
298101,298000,7168.3194,7984.0459
298601,298500,7168.3194,7956.3179
299101,299000,7168.3194,8241.1155
299601,299500,7168.3194,8017.7060
300101,300000,7168.3194,8008.4206
300601,300500,7168.3194,8563.9682
301101,301000,7168.3194,8645.3009
301601,301500,7168.3194,7891.8613
302101,302000,7168.3194,7337.7663
302601,302500,7168.3194,7716.5954
303101,303000,7168.3194,8284.2655
303601,303500,7168.3194,8486.6493
304101,304000,7168.3194,8566.2800
304601,304500,7168.3194,8269.0994
305101,305000,7168.3194,7964.9279
305601,305500,7024.3872,7024.3872
306101,306000,6901.0482,7246.2305
306601,306500,6901.0482,7452.0726
307101,307000,6822.9166,6938.9472
307601,307500,6822.9166,7182.4312
308101,308000,6783.2310,7096.9343
308601,308500,6783.2310,7541.6093
309101,309000,6783.2310,7340.3673
309601,309500,6783.2310,7785.1314
310101,310000,6783.2310,8127.1307
310601,310500,6783.2310,7414.0831
311101,311000,6783.2310,7927.8045
311601,311500,6783.2310,8092.3434
312101,312000,6783.2310,7840.1047
312601,312500,6488.8797,6651.3065
313101,313000,6488.8797,7426.5488
313601,313500,6488.8797,7892.8150
314101,314000,6488.8797,7241.9290
314601,314500,6488.8797,7163.7273
315101,315000,6488.8797,7469.7357
315601,315500,6488.8797,7823.9529
316101,316000,6488.8797,7117.2344
316601,316500,6488.8797,7251.9562
317101,317000,6488.8797,7533.8007
317601,317500,6488.8797,7865.4917
318101,318000,6488.8797,7271.9798
318601,318500,6488.8797,6658.2287
319101,319000,6488.8797,6848.1456
319601,319500,6454.3733,6602.9399
320101,320000,6288.0566,6288.0566
320601,320500,5774.7657,5914.7821
321101,321000,5774.7657,6319.5824
321601,321500,5774.7657,6257.0333
322101,322000,5774.7657,6355.2365
322601,322500,5774.7657,6527.9477
323101,323000,5774.7657,6535.6783
323601,323500,5774.7657,6773.7634
324101,324000,5774.7657,7154.4346
324601,324500,5774.7657,6881.0780
325101,325000,5774.7657,6979.6010
325601,325500,5774.7657,6890.3899
326101,326000,5774.7657,6839.6418
326601,326500,5774.7657,6715.2000
327101,327000,5774.7657,6409.0893
327601,327500,5774.7657,6587.6839
328101,328000,5774.7657,6884.9947
328601,328500,5774.7657,6512.6099
329101,329000,5774.7657,6549.7460
329601,329500,5774.7657,7078.0667
330101,330000,5774.7657,7223.4140
330601,330500,5774.7657,6703.0780
331101,331000,5774.7657,6970.5224
331601,331500,5774.7657,6610.5930
332101,332000,5774.7657,6905.4104
332601,332500,5774.7657,7245.2334
333101,333000,5774.7657,6967.1891
333601,333500,5774.7657,7030.9340
334101,334000,5774.7657,6759.9647
334601,334500,5774.7657,6778.1915
335101,335000,5774.7657,7101.9854
