avaliacoes_fim_intervalo,fracao_pioras_aceitas
143601,0.390935
144101,0.406433
144601,0.364162
145101,0.408284
145601,0.327078
146101,0.367403
146601,0.410256
147101,0.371105
147601,0.297814
148101,0.390710
148601,0.414835
149101,0.375350
149601,0.371105
150101,0.449153
150601,0.354571
151101,0.343164
151601,0.389041
152101,0.344538
152601,0.359890
153101,0.354223
153601,0.368280
154101,0.350133
154601,0.384824
155101,0.323607
155601,0.382271
156101,0.292308
156601,0.329700
157101,0.378453
157601,0.337802
158101,0.373402
158601,0.299213
159101,0.283422
159601,0.291005
160101,0.356757
160601,0.321696
161101,0.347107
161601,0.298201
162101,0.366120
162601,0.315650
163101,0.313984
163601,0.376771
164101,0.283582
164601,0.281984
165101,0.296296
165601,0.311475
166101,0.294872
166601,0.368132
167101,0.321149
167601,0.345455
168101,0.329815
168601,0.386555
169101,0.326027
169601,0.346154
170101,0.317333
170601,0.284960
171101,0.317380
171601,0.284635
172101,0.195000
172601,0.360526
173101,0.296703
173601,0.317829
174101,0.274074
174601,0.314961
175101,0.243781
175601,0.257653
176101,0.251816
176601,0.210269
177101,0.283505
177601,0.255639
178101,0.259446
178601,0.319035
179101,0.275510
179601,0.259640
180101,0.260982
180601,0.293814
181101,0.333333
181601,0.261658
182101,0.221662
182601,0.243038
183101,0.236504
183601,0.230576
184101,0.234597
184601,0.204030
185101,0.167816
185601,0.284314
186101,0.224939
186601,0.194581
187101,0.198113
187601,0.228643
188101,0.227723
188601,0.255000
189101,0.235149
189601,0.281726
190101,0.264059
190601,0.228856
191101,0.254950
191601,0.197619
192101,0.232843
192601,0.250627
193101,0.272727
193601,0.256158
194101,0.249370
194601,0.224880
195101,0.195122
195601,0.181598
196101,0.209906
196601,0.223039
197101,0.186893
197601,0.198529
198101,0.209135
198601,0.225000
199101,0.189448
199601,0.191244
200101,0.138824
200601,0.229829
201101,0.212560
201601,0.189526
202101,0.170616
202601,0.167453
203101,0.162528
203601,0.215686
204101,0.218978
204601,0.220551
205101,0.178049
205601,0.174528
206101,0.144522
206601,0.197590
207101,0.164760
207601,0.164760
208101,0.197619
208601,0.190024
209101,0.186321
209601,0.143187
210101,0.190361
210601,0.184019
211101,0.166271
211601,0.188544
212101,0.141509
212601,0.207637
213101,0.174014
213601,0.200957
214101,0.229665
214601,0.189448
215101,0.191388
215601,0.148649
216101,0.180095
216601,0.143836
217101,0.128505
217601,0.140940
218101,0.145833
218601,0.109131
219101,0.129930
219601,0.130536
220101,0.141907
220601,0.147971
221101,0.175947
221601,0.169451
222101,0.168539
222601,0.134831
223101,0.115813
223601,0.119469
224101,0.135556
224601,0.112613
225101,0.132723
225601,0.148064
226101,0.154195
226601,0.139269
227101,0.121076
227601,0.159910
228101,0.142180
228601,0.115646
229101,0.122727
229601,0.136259
230101,0.138702
230601,0.123596
231101,0.136771
231601,0.114219
232101,0.145125
232601,0.100223
233101,0.116071
233601,0.085903
234101,0.142534
234601,0.143519
235101,0.140553
235601,0.133929
236101,0.117257
236601,0.127193
237101,0.107221
237601,0.109131
238101,0.116331
238601,0.121681
239101,0.115207
239601,0.099778
240101,0.135632
240601,0.096703
241101,0.109091
241601,0.125571
242101,0.109375
242601,0.104803
243101,0.089936
243601,0.075758
244101,0.073913
244601,0.114967
245101,0.125858
245601,0.079823
246101,0.075269
246601,0.095023
247101,0.097778
247601,0.084071
248101,0.087146
248601,0.136564
249101,0.129754
249601,0.125828
250101,0.113333
250601,0.081858
251101,0.060086
251601,0.076596
252101,0.097826
252601,0.088937
253101,0.083333
253601,0.115813
254101,0.114943
254601,0.076253
255101,0.081140
255601,0.062907
256101,0.059448
256601,0.084416
257101,0.144766
257601,0.076754
258101,0.065502
258601,0.067834
259101,0.061966
259601,0.052632
260101,0.056962
260601,0.058700
261101,0.077895
261601,0.083512
262101,0.071121
262601,0.085106
263101,0.075107
263601,0.079570
264101,0.115974
264601,0.110390
265101,0.082789
265601,0.080435
266101,0.059829
266601,0.072187
267101,0.057940
267601,0.068085
268101,0.048832
268601,0.050633
269101,0.063830
269601,0.058442
270101,0.083156
270601,0.052743
271101,0.044211
271601,0.089744
272101,0.054622
272601,0.074561
273101,0.061702
273601,0.088745
274101,0.062635
274601,0.049145
275101,0.056367
275601,0.070664
276101,0.054622
276601,0.068966
277101,0.042283
277601,0.035270
278101,0.033264
278601,0.047917
279101,0.048729
279601,0.054737
280101,0.062762
280601,0.046122
281101,0.045929
281601,0.035865
282101,0.052854
282601,0.062112
283101,0.054968
283601,0.048319
284101,0.062893
284601,0.058577
285101,0.058577
285601,0.037578
286101,0.037975
286601,0.043659
287101,0.052083
287601,0.050209
288101,0.026971
288601,0.049485
289101,0.038217
289601,0.040169
290101,0.046122
290601,0.027601
291101,0.026749
291601,0.039175
292101,0.060166
292601,0.031712
293101,0.059197
293601,0.025641
294101,0.035124
294601,0.024845
295101,0.037267
295601,0.026915
296101,0.030864
296601,0.041408
297101,0.031185
297601,0.037037
298101,0.020576
298601,0.037736
299101,0.028571
299601,0.037422
300101,0.052083
300601,0.037113
301101,0.037657
301601,0.035052
302101,0.018595
302601,0.030426
303101,0.043568
303601,0.058091
304101,0.037344
304601,0.045267
305101,0.037344
305601,0.016461
306101,0.012170
306601,0.024490
307101,0.020450
307601,0.022587
308101,0.008214
308601,0.028689
309101,0.033058
309601,0.022449
310101,0.028747
310601,0.033058
311101,0.024590
311601,0.026915
312101,0.039014
312601,0.027254
313101,0.036810
313601,0.029167
314101,0.031120
314601,0.022449
315101,0.026639
315601,0.042105
316101,0.020790
316601,0.020325
317101,0.020408
317601,0.030801
318101,0.039501
318601,0.018557
319101,0.020408
319601,0.010142
320101,0.014286
320601,0.010225
321101,0.018256
321601,0.010163
322101,0.016227
322601,0.016327
323101,0.020325
323601,0.020450
324101,0.024341
324601,0.022727
325101,0.026749
325601,0.039095
326101,0.010183
326601,0.028807
327101,0.014286
327601,0.016327
328101,0.022449
328601,0.012270
329101,0.014141
329601,0.018367
330101,0.026423
330601,0.010288
331101,0.014286
331601,0.032990
332101,0.010183
332601,0.026585
333101,0.020619
333601,0.024440
334101,0.012295
334601,0.010081
335101,0.028513
