avaliacoes,iteracao,temperatura
72101,72000,1008
72601,72500,1008
73101,73000,1008
73601,73500,1008
74101,74000,1008
74601,74500,1008
75101,75000,1008
75601,75500,1008
76101,76000,1008
76601,76500,1008
77101,77000,1008
77601,77500,1008
78101,78000,1008
78601,78500,1008
79101,79000,1008
79601,79500,1008
80101,80000,957.604
80601,80500,957.604
81101,81000,957.604
81601,81500,957.604
82101,82000,957.604
82601,82500,957.604
83101,83000,957.604
83601,83500,957.604
84101,84000,957.604
84601,84500,957.604
85101,85000,957.604
85601,85500,957.604
86101,86000,957.604
86601,86500,957.604
87101,87000,957.604
87601,87500,957.604
88101,88000,957.604
88601,88500,957.604
89101,89000,957.604
89601,89500,957.604
90101,90000,909.724
90601,90500,909.724
91101,91000,909.724
91601,91500,909.724
92101,92000,909.724
92601,92500,909.724
93101,93000,909.724
93601,93500,909.724
94101,94000,909.724
94601,94500,909.724
95101,95000,909.724
95601,95500,909.724
96101,96000,909.724
96601,96500,909.724
97101,97000,909.724
97601,97500,909.724
98101,98000,909.724
98601,98500,909.724
99101,99000,909.724
99601,99500,909.724
100101,100000,864.238
100601,100500,864.238
101101,101000,864.238
101601,101500,864.238
102101,102000,864.238
102601,102500,864.238
103101,103000,864.238
103601,103500,864.238
104101,104000,864.238
104601,104500,864.238
105101,105000,864.238
105601,105500,864.238
106101,106000,864.238
106601,106500,864.238
107101,107000,864.238
107601,107500,864.238
108101,108000,864.238
108601,108500,864.238
109101,109000,864.238
109601,109500,864.238
110101,110000,821.026
110601,110500,821.026
111101,111000,821.026
111601,111500,821.026
112101,112000,821.026
112601,112500,821.026
113101,113000,821.026
113601,113500,821.026
114101,114000,821.026
114601,114500,821.026
115101,115000,821.026
115601,115500,821.026
116101,116000,821.026
116601,116500,821.026
117101,117000,821.026
117601,117500,821.026
118101,118000,821.026
118601,118500,821.026
119101,119000,821.026
119601,119500,821.026
120101,120000,779.975
120601,120500,779.975
121101,121000,779.975
121601,121500,779.975
122101,122000,779.975
122601,122500,779.975
123101,123000,779.975
123601,123500,779.975
124101,124000,779.975
124601,124500,779.975
125101,125000,779.975
125601,125500,779.975
126101,126000,779.975
126601,126500,779.975
127101,127000,779.975
127601,127500,779.975
128101,128000,779.975
128601,128500,779.975
129101,129000,779.975
129601,129500,779.975
130101,130000,740.976
130601,130500,740.976
131101,131000,740.976
131601,131500,740.976
132101,132000,740.976
132601,132500,740.976
133101,133000,740.976
133601,133500,740.976
134101,134000,740.976
134601,134500,740.976
135101,135000,740.976
135601,135500,740.976
136101,136000,740.976
136601,136500,740.976
137101,137000,740.976
137601,137500,740.976
138101,138000,740.976
138601,138500,740.976
139101,139000,740.976
139601,139500,740.976
140101,140000,703.927
140601,140500,703.927
141101,141000,703.927
141601,141500,703.927
142101,142000,703.927
142601,142500,703.927
143101,143000,703.927
143601,143500,703.927
144101,144000,703.927
144601,144500,703.927
145101,145000,703.927
145601,145500,703.927
146101,146000,703.927
146601,146500,703.927
