avaliacoes,geracao,custo_melhor,custo_medio,custo_pior
59488,606,9916.7891,10138.6862,11781.4046
59586,607,9906.4810,10177.6586,11908.1256
59684,608,9906.4810,10149.8597,11455.4592
59782,609,9906.4810,10144.8188,11593.3929
59880,610,9884.0886,10134.2701,11826.5616
59978,611,9884.0886,10154.2838,11744.4338
60076,612,9884.0886,10141.4311,11740.8768
60174,613,9884.0886,10061.8299,11837.9986
60272,614,9884.0886,10096.8483,11722.2665
60370,615,9884.0886,10034.0584,11572.1373
60468,616,9884.0886,10026.0337,12504.9542
60566,617,9884.0886,10044.1663,11587.9052
60664,618,9884.0886,10057.2978,11738.6497
60762,619,9884.0886,10105.8409,11612.9433
60860,620,9884.0886,10062.2023,12562.0013
60958,621,9884.0886,10123.1325,11916.1992
61056,622,9884.0886,10052.0839,11370.3240
61154,623,9884.0886,10077.1867,11751.9652
61252,624,9884.0886,10083.0614,11662.6425
61350,625,9884.0886,10039.5984,11668.5249
61448,626,9884.0886,10078.8288,11610.2576
61546,627,9884.0886,10037.9481,11873.0337
61644,628,9884.0886,10002.9697,11650.7127
61742,629,9884.0886,10075.6389,11737.7215
61840,630,9884.0886,10140.3499,12424.5664
61938,631,9884.0886,10058.5882,11283.0750
62036,632,9884.0886,10081.1878,11552.1949
62134,633,9884.0886,10025.8491,11425.1767
62232,634,9884.0886,10081.6722,11693.9565
62330,635,9884.0886,10082.5330,11338.7374
62428,636,9884.0886,10091.4883,11789.7578
62526,637,9884.0886,10044.5460,11283.1208
62624,638,9884.0886,10046.2982,11577.3914
62722,639,9884.0886,10086.5054,11668.4806
62820,640,9884.0886,10143.2609,13221.6103
62918,641,9884.0886,10037.1703,11970.7627
63016,642,9884.0886,10119.3253,11486.2614
63114,643,9884.0886,10103.7466,11661.1565
63212,644,9876.8206,10068.6055,11722.0501
63310,645,9876.8206,10102.9364,11728.5643
63408,646,9876.8206,10024.0484,11221.5679
63506,647,9876.8206,10073.5033,11462.7760
63604,648,9876.8206,10085.0797,11540.5902
63702,649,9876.8206,10031.3611,11899.0839
63800,650,9876.8206,9994.2641,11823.9187
63898,651,9826.9516,10051.2919,11689.2013
63996,652,9826.9516,10080.1061,11950.4628
64094,653,9826.9516,10234.6567,12826.4283
64192,654,9826.9516,10230.0948,13936.3470
64290,655,9826.9516,10317.3874,12469.3798
64388,656,9826.9516,10373.5056,12238.8367
64486,657,9826.9516,10323.6613,12939.5508
64584,658,9826.9516,10370.5323,12980.2067
64682,659,9801.4536,10228.9972,11821.1899
64780,660,9801.4536,10260.8326,12856.7028
64878,661,9801.4536,10281.9944,13536.3463
64976,662,9801.4536,10114.7871,13369.8714
65074,663,9801.4536,10169.0857,12134.4762
65172,664,9801.4536,10137.5863,12376.1376
65270,665,9769.9097,10165.3523,11758.8672
65368,666,9769.9097,10024.7584,11727.9478
65466,667,9769.9097,10110.0165,12729.6922
65564,668,9769.9097,10111.9410,11769.0050
65662,669,9769.9097,10134.3256,12988.8983
65760,670,9769.9097,10182.4574,13158.6119
65858,671,9769.9097,10167.3964,12125.0961
65956,672,9718.8508,10357.6242,12297.8555
66054,673,9688.0843,10293.9075,12646.5270
66152,674,9688.0843,10277.4310,12777.1314
66250,675,9688.0843,10317.2545,12451.9663
66348,676,9688.0843,10454.4651,12726.0332
66446,677,9688.0843,10331.6939,12600.5755
66544,678,9688.0843,10249.6810,13439.0809
66642,679,9688.0843,10134.2370,11680.3702
66740,680,9688.0843,10169.8717,12730.5779
66838,681,9688.0843,10279.8422,12761.4967
66936,682,9688.0843,10137.7931,11977.6359
67034,683,9688.0843,10296.4377,13008.5299
67132,684,9688.0843,10285.7132,13249.1094
67230,685,9675.2107,10244.1747,12987.0729
67328,686,9675.2107,10221.9362,12485.8306
67426,687,9675.2107,10212.0716,11971.3425
67524,688,9675.2107,10358.3370,12790.9494
67622,689,9675.2107,10379.8295,12541.0147
67720,690,9675.2107,10473.6727,12970.3860
67818,691,9675.2107,10552.0480,13655.6918
67916,692,9675.2107,10227.8631,12895.1816
68014,693,9666.5151,10191.2245,12809.4990
68112,694,9666.5151,10087.5394,13033.4450
68210,695,9666.5151,10103.3035,12010.1986
68308,696,9666.5151,9941.0659,12210.5380
68406,697,9666.5151,9943.2221,11326.2266
68504,698,9666.5151,9925.3978,12122.1866
68602,699,9666.5151,10000.5487,12168.8505
68700,700,9666.5151,9832.0651,11308.5328
68798,701,9666.5151,9766.5824,10746.3533
68896,702,9666.5151,9847.9780,11310.2769
68994,703,9666.5151,9791.4582,11213.4737
69092,704,9666.5151,9824.0676,11366.4817
69190,705,9666.5151,9875.1397,11220.8211
69288,706,9666.5151,9781.7504,11342.7809
69386,707,9666.5151,9810.3591,11045.0869
69484,708,9634.9712,9761.6137,11202.7667
69582,709,9634.9712,9880.4321,11365.6482
69680,710,9634.9712,9943.4684,14170.6941
69778,711,9634.9712,10046.5331,12471.7526
69876,712,9634.9712,10108.0781,12409.2582
69974,713,9634.9712,10104.8176,12276.5494
70072,714,9634.9712,10283.4074,13132.9199
70170,715,9634.9712,10140.0299,12751.8739
70268,716,9634.9712,10260.1488,12962.5493
70366,717,9634.9712,10370.0310,12297.5535
70464,718,9634.9712,10530.4113,12868.4537
70562,719,9634.9712,10598.2072,12848.9899
70660,720,9634.9712,10536.7835,12973.5550
70758,721,9634.9712,10505.3358,12957.2624
70856,722,9634.9712,10360.5965,13503.3035
70954,723,9634.9712,10381.0953,13128.5292
71052,724,9634.9712,10573.7888,13191.8576
71150,725,9634.9712,10696.7880,13301.8816
71248,726,9634.9712,10787.6701,14253.9406
71346,727,9634.9712,10726.0140,13336.9746
71444,728,9634.9712,10825.1259,12490.2267
71542,729,9634.9712,10726.3908,12804.7130
71640,730,9634.9712,10690.8969,12897.2525
71738,731,9634.9712,10646.9476,13052.7676
71836,732,9634.9712,10588.8442,13129.3309
71934,733,9622.4934,10636.2404,12956.9640
72032,734,9622.4934,10766.1873,13435.0033
72130,735,9622.4934,10805.3528,12595.4152
72228,736,9583.2416,10958.7227,13607.4471
72326,737,9575.2351,10797.8298,13088.0511
72424,738,9575.2351,10553.1839,13304.6934
72522,739,9575.2351,10449.7939,12648.6917
72620,740,9575.2351,10260.4171,13319.5273
72718,741,9575.2351,10056.7527,13171.2057
72816,742,9532.1598,9873.3475,11241.9311
72914,743,9532.1598,9919.9166,12705.5524
73012,744,9524.1533,9876.3202,11461.8852
73110,745,9524.1533,9919.5676,11724.8760
73208,746,9524.1533,9963.9587,11725.6587
73306,747,9524.1533,9971.9073,11362.5308
73404,748,9524.1533,10034.3158,12582.2248
73502,749,9524.1533,9918.5330,11628.9257
73600,750,9524.1533,9926.4502,11444.4440
73698,751,9524.1533,10032.0938,12787.0694
73796,752,9524.1533,10090.9871,12256.2692
73894,753,9504.3685,9868.7771,11893.1523
73992,754,9504.3685,9773.8040,11364.4648
74090,755,9504.3685,9654.3048,10965.1884
74188,756,9504.3685,9737.9790,11495.3536
74286,757,9402.2391,9662.7225,11260.8180
74384,758,9402.2391,9693.3839,11130.6996
74482,759,9402.2391,9771.0783,12569.4692
74580,760,9402.2391,9656.6367,11575.2537
74678,761,9402.2391,9637.4482,11774.8682
74776,762,9402.2391,9689.7603,13502.5378
74874,763,9402.2391,9554.9893,11086.1818
74972,764,9355.3018,9662.0875,11046.0009
75070,765,9355.3018,9592.1133,13311.6014
75168,766,9355.3018,9616.4042,11802.0761
75266,767,9355.3018,9721.5269,12129.8901
75364,768,9355.3018,9609.7452,11454.3268
75462,769,9355.3018,9641.8385,11564.5383
75560,770,9355.3018,9713.2658,12434.2945
75658,771,9355.3018,9742.6766,11269.8031
75756,772,9355.3018,9824.1600,12407.1127
75854,773,9355.3018,9706.1368,12273.8653
75952,774,9355.3018,9808.5236,12771.3159
76050,775,9355.3018,9840.1277,11842.0730
76148,776,9355.3018,9973.4067,12595.7007
76246,777,9355.3018,10000.7774,13218.7328
76344,778,9355.3018,10070.1990,12693.4325
76442,779,9355.3018,9908.8520,12453.6029
76540,780,9355.3018,9727.8366,11893.2557
76638,781,9355.3018,9839.5839,12456.6708
76736,782,9355.3018,10093.9707,12429.9702
76834,783,9355.3018,10060.6676,12409.4390
76932,784,9355.3018,10008.7770,12617.9711
77030,785,9355.3018,10053.0894,12466.8125
77128,786,9355.3018,10119.2185,12870.2432
77226,787,9355.3018,9870.5202,11997.3404
77324,788,9355.3018,9948.3145,12724.8314
77422,789,9355.3018,9925.1658,13391.6170
77520,790,9355.3018,9697.3657,11625.3620
77618,791,9355.3018,9718.2683,11067.3444
77716,792,9355.3018,9783.3452,11748.6700
77814,793,9355.3018,9765.0705,12264.9148
77912,794,9355.3018,9680.6650,11416.4139
78010,795,9355.3018,9709.3504,12082.9261
78108,796,9355.3018,9829.7705,12412.0718
78206,797,9355.3018,10062.2710,11575.6706
78304,798,9355.3018,10243.4509,13099.7262
78402,799,9355.3018,10207.7939,13785.5827
78500,800,9355.3018,10004.6079,12082.2743
78598,801,9355.3018,10161.5554,12752.6466
78696,802,9355.3018,10198.9572,12711.9959
78794,803,9355.3018,10274.3152,12984.7367
78892,804,9355.3018,10135.2346,12810.8883
78990,805,9355.3018,10405.4816,12494.9193
79088,806,9355.3018,10395.6650,13427.9289
79186,807,9355.3018,10433.0296,13434.3660
79284,808,9355.3018,10363.3918,12799.7358
79382,809,9355.3018,10297.9341,14157.3475
79480,810,9355.3018,10295.1951,14707.8529
79578,811,9355.3018,10167.4966,12042.3402
79676,812,9355.3018,10131.6003,12727.2273
79774,813,9355.3018,10143.2029,12123.2833
79872,814,9355.3018,10130.0357,12255.1033
79970,815,9355.3018,10028.6669,12286.9236
80068,816,9355.3018,9956.5412,12082.9324
80166,817,9355.3018,10141.6763,12375.6043
80264,818,9355.3018,10157.1001,12787.0700
80362,819,9355.3018,10217.3842,13145.6457
80460,820,9355.3018,9937.3376,12315.1506
80558,821,9355.3018,9869.8529,12185.4276
80656,822,9355.3018,9863.3992,11737.6569
80754,823,9355.3018,9859.1603,12050.6242
80852,824,9355.3018,9982.2998,12645.4231
80950,825,9355.3018,10042.8930,13152.0652
81048,826,9355.3018,10057.9533,12480.5708
81146,827,9355.3018,10040.5993,12293.7827
81244,828,9355.3018,10131.9678,12476.5878
81342,829,9355.3018,10126.3488,13681.6833
81440,830,9347.5911,10002.6177,12003.6686
81538,831,9347.5911,10003.3813,12356.9449
81636,832,9250.2146,9877.4366,12689.5364
81734,833,9250.2146,9903.7374,12113.7433
81832,834,9250.2146,9778.3860,12030.0118
81930,835,9250.2146,9869.1855,11661.3317
82028,836,9203.2773,9692.1751,11378.4938
82126,837,9140.3651,9767.0724,11296.7379
82224,838,9093.4278,9867.5189,12052.7727
82322,839,9093.4278,9757.0346,12306.4606
82420,840,9093.4278,9634.6358,12255.9221
82518,841,9093.4278,9383.5481,12926.0267
82616,842,9093.4278,9240.6601,11016.4286
82714,843,9090.5134,9306.0087,11064.6281
82812,844,9090.5134,9230.6434,10548.2425
82910,845,9090.5134,9196.2324,10639.3296
83008,846,9090.5134,9219.3872,10935.9104
83106,847,9090.5134,9305.0415,10707.4996
83204,848,9090.5134,9218.0848,10379.0307
83302,849,9090.5134,9208.9586,10887.6992
83400,850,9090.5134,9298.0998,11223.1396
83498,851,9090.5134,9275.6523,10809.0872
83596,852,9090.5134,9165.7280,10730.5100
83694,853,9090.5134,9226.5113,10904.1006
83792,854,9090.5134,9352.1522,11522.3978
83890,855,9090.5134,9294.5065,11392.0581
83988,856,9090.5134,9331.4789,12445.8269
84086,857,9090.5134,9348.7544,11529.3242
84184,858,9090.5134,9286.4924,10846.6334
84282,859,9090.5134,9217.4449,10575.8859
84380,860,9090.5134,9321.7436,10867.7421
84478,861,9090.5134,9280.2523,10907.6532
84576,862,9090.5134,9232.5981,10604.6049
84674,863,9063.1154,9249.5992,10898.8477
84772,864,9063.1154,9265.0787,10874.3975
84870,865,9063.1154,9234.1089,10947.1476
84968,866,9063.1154,9159.0636,10655.3105
85066,867,9063.1154,9307.5962,11386.2957
85164,868,9063.1154,9251.9942,11266.2648
85262,869,9063.1154,9223.8220,10577.6118
85360,870,9063.1154,9217.1980,11343.8529
85458,871,9063.1154,9201.7018,10337.1006
85556,872,9063.1154,9231.7586,10800.3834
85654,873,9063.1154,9244.0715,10798.2661
85752,874,9063.1154,9192.2956,10598.5939
85850,875,9063.1154,9152.7527,10327.8951
85948,876,9063.1154,9234.6980,10735.0057
86046,877,9063.1154,9193.5522,11661.4869
86144,878,9063.1154,9239.3465,10559.1268
86242,879,9063.1154,9184.3690,10512.9163
86340,880,9063.1154,9265.5682,10555.3192
86438,881,9063.1154,9243.8836,11018.8673
86536,882,9049.5074,9238.1774,10608.5795
86634,883,9049.5074,9203.1933,10680.7528
86732,884,9038.3218,9272.4982,11412.6037
86830,885,9038.3218,9306.9267,11032.4416
86928,886,9038.3218,9330.6626,11244.6604
87026,887,9038.3218,9294.1658,11097.6907
87124,888,9024.7138,9308.1596,11382.3438
87222,889,9024.7138,9250.4294,11522.5487
87320,890,9024.7138,9181.5998,10614.1895
87418,891,9024.7138,9275.7717,10730.1506
87516,892,9024.7138,9299.1386,11339.2611
87614,893,9004.6864,9230.9154,10870.4903
87712,894,9004.6864,9369.3390,12229.7984
87810,895,9004.6864,9256.5465,11080.5325
87908,896,9004.6864,9224.1003,11944.1731
88006,897,9004.6864,9234.0855,10806.7445
88104,898,9004.6864,9215.4371,12036.4441
88202,899,9004.6864,9225.9161,11169.8007
88300,900,9004.6864,9161.7718,11010.2332
88398,901,9004.6864,9192.8965,10586.9122
88496,902,9004.6864,9205.5694,10816.3534
88594,903,9004.6864,9186.9822,10977.9525
88692,904,9004.6864,9216.6795,10942.8726
88790,905,9004.6864,9117.6289,11341.3865
88888,906,9004.6864,9129.5445,10521.2837
88986,907,9004.6864,9216.8594,10906.2086
89084,908,9004.6864,9239.8101,10626.8852
89182,909,9004.6864,9224.4294,10576.4119
89280,910,9004.6864,9252.4557,10880.5201
89378,911,9004.6864,9222.4137,10536.5660
89476,912,9004.6864,9145.5496,10644.6830
89574,913,9004.6864,9201.1468,10933.1018
89672,914,9004.6864,9158.0248,10849.5643
89770,915,9002.4654,9142.5762,10664.3583
89868,916,9002.4654,9154.0330,10791.3984
89966,917,9002.4654,9231.6466,10651.1976
90064,918,9002.4654,9133.5349,12170.0306
90162,919,9002.4654,9182.4260,10957.4327
90260,920,9002.4654,9204.9128,11035.6852
90358,921,9002.4654,9188.1185,11375.4008
90456,922,9002.4654,9225.4849,10670.7704
90554,923,9002.4654,9151.2383,11055.3579
90652,924,9002.4654,9109.4812,10684.8530
90750,925,9002.4654,9158.6018,10559.6660
90848,926,9002.4654,9131.0995,10500.0088
90946,927,9002.4654,9150.2333,10734.1546
91044,928,9002.4654,9140.2389,10869.9545
91142,929,9002.4654,9156.6421,10665.2387
91240,930,9002.4654,9138.2675,10836.9896
91338,931,9002.4654,9125.8575,10499.4344
91436,932,9002.4654,9146.6527,10548.8729
91534,933,9002.4654,9247.6428,10843.5900
91632,934,9002.4654,9192.9186,11023.6646
91730,935,9002.4654,9241.4322,10562.7138
91828,936,9002.4654,9193.0045,12203.4559
91926,937,9002.4654,9263.2768,10612.1272
92024,938,9002.4654,9220.8248,10823.5649
92122,939,9002.4654,9148.1282,10751.0769
92220,940,9002.4654,9190.6427,10879.8023
92318,941,9002.4654,9170.0356,12270.0113
92416,942,9002.4654,9221.8937,10776.2243
92514,943,9002.4654,9170.9653,10709.5743
92612,944,9002.4654,9162.6886,10734.8680
92710,945,9002.4654,9199.1809,10697.1936
92808,946,8982.3415,9192.7089,10932.2273
92906,947,8982.3415,9117.8607,10744.8209
93004,948,8982.3415,9142.4416,10734.8680
93102,949,8982.3415,9235.8154,10832.8690
93200,950,8982.3415,9268.5498,11013.3402
93298,951,8982.3415,9172.2802,11222.3207
93396,952,8982.3415,9186.5380,10638.9703
93494,953,8982.3415,9172.9149,10534.9070
93592,954,8982.3415,9139.7854,10746.0905
93690,955,8982.3415,9157.2872,10638.3987
93788,956,8982.3415,9146.0154,10943.8442
93886,957,8982.3415,9120.1486,10354.5165
93984,958,8982.3415,9186.5155,11164.8729
94082,959,8982.3415,9104.8523,10537.1687
94180,960,8982.3415,9143.9607,10424.8309
94278,961,8982.3415,9231.3217,10929.6379
94376,962,8982.3415,9175.8872,10952.1127
94474,963,8982.3415,9127.1731,11013.3402
94572,964,8982.3415,9189.0340,10766.1331
94670,965,8982.3415,9187.4187,10714.7441
94768,966,8982.3415,9165.7128,11416.5342
94866,967,8982.3415,9195.8206,10734.7317
94964,968,8982.3415,9178.8785,12030.0353
95062,969,8982.3415,9170.5775,11144.6407
95160,970,8982.3415,9133.2297,10654.4075
95258,971,8982.3415,9183.4795,10644.3019
95356,972,8982.3415,9185.9707,11893.3656
95454,973,8982.3415,9128.4703,10617.2067
95552,974,8982.3415,9159.8516,11120.5390
95650,975,8982.3415,9217.3950,10858.8484
95748,976,8982.3415,9145.1408,10548.0556
95846,977,8982.3415,9151.9969,10502.6156
95944,978,8941.2845,9170.4208,10709.9736
96042,979,8941.2845,9103.7333,10432.9697
96140,980,8941.2845,9188.4736,10348.8075
96238,981,8941.2845,9142.4858,10684.1488
96336,982,8941.2845,9025.9734,10093.7033
96434,983,8941.2845,9109.7258,10629.3332
96532,984,8941.2845,9123.0954,10874.6814
96630,985,8941.2845,9076.9847,10560.8314
96728,986,8941.2845,9128.2722,10693.6747
96826,987,8941.2845,9063.4529,10613.3505
96924,988,8941.2845,9100.7947,11205.7081
97022,989,8941.2845,9179.7472,10463.4664
97120,990,8941.2845,9134.7811,11303.5304
97218,991,8941.2845,9157.2221,11498.6115
97316,992,8941.2845,9133.8539,10569.0964
97414,993,8941.2845,9144.4114,10933.9093
97512,994,8941.2845,9110.8452,11399.7885
97610,995,8941.2845,9064.0953,10633.4076
97708,996,8941.2845,9091.0454,10469.0730
97806,997,8941.2845,9190.6562,10727.9965
97904,998,8941.2845,9065.8209,10581.2811
98002,999,8941.2845,9107.6004,10659.8558
98100,1000,8941.2845,9140.4573,10482.1962
98198,1001,8941.2845,9137.6692,10462.7117
98296,1002,8941.2845,9124.4637,10803.0618
98394,1003,8941.2845,9172.7836,10982.7634
98492,1004,8941.2845,9097.2759,10334.2283
98590,1005,8941.2845,9175.4096,10660.5408
98688,1006,8941.2845,9124.8307,10586.4392
98786,1007,8941.2845,9102.0908,11216.8284
98884,1008,8941.2845,9160.5928,10813.4131
98982,1009,8941.2845,9109.0637,10738.0490
99080,1010,8941.2845,9066.1402,10600.4307
99178,1011,8927.9742,9089.2551,10552.4943
99276,1012,8927.9742,9135.1252,10883.7702
99374,1013,8927.9742,9116.6810,10425.5176
99472,1014,8927.9742,9148.8952,10479.4942
99570,1015,8927.9742,9105.7170,10623.9609
99668,1016,8927.9742,9046.6821,10654.4537
99766,1017,8927.9742,9074.6508,10666.2437
99864,1018,8927.9742,9162.7355,10861.2292
99962,1019,8927.9742,9129.5984,10781.8811
100060,1020,8927.9742,9059.7010,10555.7862
100158,1021,8927.9742,9088.0196,10338.4122
100256,1022,8927.9742,9168.2482,10503.7694
100354,1023,8927.9742,9096.4586,10630.5393
100452,1024,8927.9742,9108.4294,10737.2613
100550,1025,8927.9742,9200.9254,12048.4241
100648,1026,8927.9742,9195.3945,11090.2734
100746,1027,8927.9742,9116.9227,11060.8402
100844,1028,8927.9742,9128.5464,10556.8231
100942,1029,8927.9742,9094.6379,10503.7829
101040,1030,8927.9742,9155.7195,10589.9346
101138,1031,8927.9742,9084.5701,10642.7133
101236,1032,8927.9742,9113.8691,10563.4655
101334,1033,8927.9742,9150.2914,10614.7706
101432,1034,8927.9742,9192.4602,11483.9721
101530,1035,8927.9742,9147.1012,11009.8994
101628,1036,8927.9742,9175.7494,10971.0715
101726,1037,8927.9742,9216.5838,10945.2897
101824,1038,8927.9742,9183.3116,12043.7787
101922,1039,8927.9742,9055.7796,10614.7706
102020,1040,8927.9742,9179.2698,11541.7325
102118,1041,8927.9742,9188.3260,11374.5140
102216,1042,8927.9742,9251.0752,11376.4617
102314,1043,8927.9742,9489.3819,12409.4120
102412,1044,8927.9742,9334.4509,11420.4388
102510,1045,8927.9742,9282.7952,11986.5471
102608,1046,8927.9742,9217.0467,11382.3886
102706,1047,8927.9742,9192.5213,10687.4907
102804,1048,8927.9742,9309.1180,12204.5036
102902,1049,8927.9742,9348.2478,11371.5579
103000,1050,8927.9742,9438.0954,12552.2415
103098,1051,8927.9742,9422.9245,11504.8534
103196,1052,8927.9742,9501.6553,12373.5648
103294,1053,8927.9742,9440.0325,11751.1314
103392,1054,8927.9742,9443.0077,11521.0440
103490,1055,8927.9742,9455.7729,12124.1155
103588,1056,8927.9742,9523.7467,12495.0506
103686,1057,8927.9742,9469.4478,12091.8296
103784,1058,8927.9742,9479.2009,12045.6251
103882,1059,8927.9742,9499.2114,12301.5553
103980,1060,8927.9742,9415.6375,11552.8181
104078,1061,8927.9742,9566.1243,12399.9846
104176,1062,8927.9742,9666.6525,12751.0166
104274,1063,8927.9742,9720.7453,11928.7884
104372,1064,8927.9742,9649.7819,12605.6947
104470,1065,8927.9742,9555.4423,11895.1000
104568,1066,8927.9742,9615.7338,11497.2331
104666,1067,8927.9742,9744.1355,12533.9309
104764,1068,8927.9742,9729.9181,12399.5432
104862,1069,8927.9742,9575.0186,11890.1799
104960,1070,8872.3592,9517.4437,12704.5358
105058,1071,8872.3592,9533.7680,11924.3714
105156,1072,8872.3592,9357.4161,11797.2256
105254,1073,8872.3592,9313.0261,11711.4842
105352,1074,8872.3592,9178.6082,11254.2348
105450,1075,8872.3592,9185.1738,10763.8607
105548,1076,8872.3592,9237.0609,10893.7060
105646,1077,8872.3592,9373.7648,11315.1036
105744,1078,8872.3592,9380.1600,13609.0658
105842,1079,8872.3592,9194.1829,11057.0944
105940,1080,8872.3592,9065.9390,11593.0042
106038,1081,8872.3592,8989.9953,10690.9854
106136,1082,8872.3592,9098.9074,11274.0059
106234,1083,8872.3592,9020.4409,11029.3415
106332,1084,8872.3592,9069.5237,11947.8513
106430,1085,8872.3592,9011.4121,10564.9817
106528,1086,8872.3592,9002.4342,10304.8384
106626,1087,8872.3592,9138.1908,10658.6571
106724,1088,8872.3592,9073.1973,10534.0109
106822,1089,8872.3592,9067.3069,10435.3029
106920,1090,8872.3592,9037.1128,10875.9871
107018,1091,8872.3592,9039.6146,10574.1666
107116,1092,8872.3592,9072.9506,10870.6597
107214,1093,8872.3592,9006.7096,10245.3296
107312,1094,8872.3592,9061.7700,10635.2626
107410,1095,8872.3592,9002.5117,10356.9598
107508,1096,8872.3592,9032.0379,10249.4663
107606,1097,8872.3592,9011.1786,10708.2458
107704,1098,8872.3592,8998.3589,10281.5333
107802,1099,8872.3592,9037.0778,10370.0177
107900,1100,8872.3592,9041.3118,10334.8027
107998,1101,8872.3592,9136.1330,10626.3998
108096,1102,8872.3592,9011.6845,10442.6736
108194,1103,8872.3592,9024.1314,10527.5301
108292,1104,8872.3592,8990.4547,10346.1759
108390,1105,8872.3592,9058.6509,10498.8365
108488,1106,8872.3592,9078.0232,10602.2777
108586,1107,8872.3592,9032.6993,10685.5106
108684,1108,8872.3592,9058.6433,10498.6903
108782,1109,8872.3592,9016.8201,10269.6500
108880,1110,8872.3592,9118.3745,10893.5585
108978,1111,8872.3592,9089.2524,10565.5933
109076,1112,8872.3592,9060.6245,10363.0822
109174,1113,8872.3592,8965.5848,10436.7360
109272,1114,8872.3592,9007.8563,10463.2464
109370,1115,8872.3592,9030.3989,10385.9026
109468,1116,8872.3592,9062.2929,10518.3396
109566,1117,8872.3592,9035.4347,10615.7979
109664,1118,8872.3592,8984.9850,10392.9489
109762,1119,8872.3592,9048.5132,10626.3998
109860,1120,8872.3592,9010.3615,10326.8551
109958,1121,8872.3592,9080.4412,10612.1270
110056,1122,8872.3592,9083.5529,10574.7314
110154,1123,8872.3592,9042.5510,10856.0022
110252,1124,8872.3592,9133.9246,11017.6456
110350,1125,8872.3592,9106.9321,10483.5691
110448,1126,8872.3592,9096.2973,10827.2727
110546,1127,8872.3592,9018.0615,10842.1305
110644,1128,8872.3592,9037.1125,10819.6556
110742,1129,8840.6531,9039.0711,10457.4056
110840,1130,8840.6531,9016.9220,10478.0561
110938,1131,8840.6531,9037.7695,10392.7190
111036,1132,8840.6531,9021.0409,10577.4154
111134,1133,8840.6531,9019.8984,10514.8657
111232,1134,8840.6531,9041.0843,10681.2843
111330,1135,8840.6531,9002.6423,10559.3451
111428,1136,8840.6531,9037.3017,10594.6937
111526,1137,8840.6531,9029.9339,10693.0232
111624,1138,8840.6531,9043.8719,10833.2779
111722,1139,8840.6531,9052.6341,10725.4544
111820,1140,8840.6531,9024.2735,10774.6449
111918,1141,8840.6531,8968.3344,10675.7615
112016,1142,8840.6531,9043.3135,10681.1558
112114,1143,8840.6531,9114.5356,10846.7139
112212,1144,8840.6531,9070.8918,11205.0180
112310,1145,8840.6531,9023.5877,10531.1816
112408,1146,8840.6531,9027.2220,10681.1558
112506,1147,8840.6531,9001.4308,10702.4305
112604,1148,8840.6531,9001.7618,10615.5927
112702,1149,8840.6531,8995.3500,10778.8393
112800,1150,8840.6531,9025.1061,12038.9982
112898,1151,8840.6531,8960.2372,10382.2740
112996,1152,8840.6531,8974.9399,10587.9647
113094,1153,8840.6531,9000.8144,10294.6163
113192,1154,8840.6531,8962.9849,11094.7719
113290,1155,8840.6531,9019.6929,10682.3504
113388,1156,8840.6531,9048.0322,10358.1338
113486,1157,8840.6531,9008.4430,10603.5565
113584,1158,8840.6531,9034.6937,10528.0036
113682,1159,8840.6531,9005.1903,10774.2544
113780,1160,8840.6531,9037.9072,10787.9145
113878,1161,8840.6531,9003.9818,10329.1908
113976,1162,8840.6531,8945.5494,10606.6743
114074,1163,8840.6531,9022.5746,10649.5781
114172,1164,8840.6531,8975.7098,10398.9480
114270,1165,8840.6531,9041.1816,10384.0150
114368,1166,8840.6531,9049.6617,10706.8742
114466,1167,8840.6531,9032.6132,10631.5111
114564,1168,8840.6531,9080.8521,10651.9251
114662,1169,8840.6531,9028.1759,10539.0536
114760,1170,8840.6531,8930.4554,10722.3719
114858,1171,8840.6531,9036.2372,10839.9182
114956,1172,8840.6531,9024.8823,10655.8911
115054,1173,8840.6531,9029.7175,10603.1469
115152,1174,8840.6531,9058.2228,10631.5111
115250,1175,8840.6531,9060.0298,10656.0222
115348,1176,8840.6531,9160.9271,12008.7021
115446,1177,8840.6531,9050.5131,11593.9953
115544,1178,8840.6531,9147.2801,10585.9337
115642,1179,8840.6531,9164.7455,10917.2289
115740,1180,8840.6531,9086.3211,11943.2895
115838,1181,8840.6531,9057.9239,10449.6804
115936,1182,8840.6531,8992.7317,10454.7049
116034,1183,8840.6531,9087.7496,10563.7710
116132,1184,8840.6531,9006.1067,11291.2923
116230,1185,8840.6531,9022.8543,11166.9584
116328,1186,8840.6531,9066.0587,10778.8393
116426,1187,8840.6531,9021.7796,10679.1586
116524,1188,8840.6531,8943.0060,10389.7193
116622,1189,8838.9840,9025.3850,10581.0879
116720,1190,8838.9840,9028.4195,10463.0958
116818,1191,8838.9840,9094.2092,10682.3504
116916,1192,8838.9840,9017.4346,10315.2218
117014,1193,8838.9840,9045.7153,10404.6858
117112,1194,8838.9840,9073.5799,11218.3683
117210,1195,8838.9840,9006.9298,10585.3264
117308,1196,8838.9840,9058.7826,10562.1018
117406,1197,8838.9840,9001.1165,10555.3183
117504,1198,8838.9840,9051.1898,10806.7855
117602,1199,8838.9840,9066.2121,10655.3972
117700,1200,8838.9840,9082.6364,11020.1813
117798,1201,8838.9840,9010.1490,10474.1764
117896,1202,8838.9840,8991.4159,10528.8704
117994,1203,8838.9840,9056.7552,10772.9757
