avaliacoes,geracao,custo_melhor,custo_medio,custo_pior
19308,196,16705.4786,18185.9170,20771.4361
19406,197,16700.5031,17927.4846,19714.3614
19504,198,16700.5031,17751.8310,19893.3655
19602,199,16700.5031,17528.7793,19578.1191
19700,200,16641.8756,17341.6269,19107.7628
19798,201,16395.8816,17263.3807,20049.2921
19896,202,16381.5516,17084.1122,18963.3317
19994,203,16381.5516,17032.7430,19802.8973
20092,204,16381.5516,17053.2885,18897.0471
20190,205,16381.5516,17033.0327,19621.2764
20288,206,16100.5498,16944.7595,19414.7295
20386,207,16100.5498,16995.3240,20298.2951
20484,208,16100.5498,17031.3356,19281.9486
20582,209,16100.5498,16962.0105,19209.5260
20680,210,16100.5498,16974.4362,18996.4880
20778,211,16100.5498,16855.5028,18741.5472
20876,212,15973.5161,16951.8080,19085.1557
20974,213,15973.5161,16975.3005,19348.0679
21072,214,15973.5161,16868.9462,18908.4965
21170,215,15917.4344,16924.2095,19901.5415
21268,216,15814.5295,16625.8783,18779.4968
21366,217,15669.8040,16540.3844,19015.8802
21464,218,15669.8040,16551.1634,19517.4428
21562,219,15669.8040,16512.9524,18328.5278
21660,220,15669.8040,16444.5151,18627.6062
21758,221,15656.1926,16349.6800,18160.1948
21856,222,15656.1926,16205.9716,17907.8011
21954,223,15587.3559,16059.2364,18081.7858
22052,224,15543.4552,16046.2274,18322.2869
22150,225,15543.4552,16137.1460,18265.5791
22248,226,15543.4552,16216.4861,18468.1410
22346,227,15543.4552,16158.5337,17801.2382
22444,228,15543.4552,16101.6111,18469.4538
22542,229,15490.2547,16102.9840,18371.9979
22640,230,15391.0893,16169.3541,18389.4720
22738,231,15391.0893,16125.9061,17756.7824
22836,232,15365.7820,16050.1427,18176.0448
22934,233,15324.3397,15997.5803,18398.7184
23032,234,15237.0090,15755.5373,17635.4289
23130,235,15226.7277,15678.5059,17383.2151
23228,236,15211.7017,15599.2055,17248.3278
23326,237,15149.3109,15625.4672,17447.4871
23424,238,15061.9801,15603.2638,17152.3575
23522,239,15022.5987,15512.3069,17937.2392
23620,240,14927.2531,15590.2945,17354.0732
23718,241,14927.2531,15535.7402,17418.1616
23816,242,14752.2243,15422.4366,16823.6954
23914,243,14735.3000,15392.8525,18547.3814
24012,244,14735.3000,15356.3270,17177.4611
24110,245,14735.3000,15254.4991,17481.8501
24208,246,14690.4096,15070.7918,16527.5135
24306,247,14690.4096,15031.2395,16509.1079
24404,248,14690.4096,14902.0396,16499.6097
24502,249,14690.4096,14931.1150,16770.0653
24600,250,14690.4096,14849.7080,16819.2869
24698,251,14690.4096,14865.3352,16800.9416
24796,252,14525.9023,14881.2579,16454.1586
24894,253,14525.9023,14835.9238,16310.9331
24992,254,14525.9023,14777.7021,16619.3690
25090,255,14525.9023,14846.4157,17645.6324
25188,256,14505.6223,14694.5320,16217.3490
25286,257,14505.6223,14689.3317,15808.5517
25384,258,14505.6223,14670.5281,16289.3389
25482,259,14505.6223,14716.0542,16345.6505
25580,260,14499.9425,14710.7218,16852.1662
25678,261,14443.6814,14681.9613,16275.1553
25776,262,14443.6814,14849.5200,16740.1036
25874,263,14377.0767,14754.1556,16970.2523
25972,264,14377.0767,14641.0214,16325.3705
26070,265,14377.0767,14684.5824,16198.5646
26168,266,14315.1358,14637.7568,16035.1541
26266,267,14315.1358,14707.1922,16430.0361
26364,268,14315.1358,14606.3686,16289.2777
26462,269,14315.1358,14570.6894,16426.0519
26560,270,14187.5923,14463.9048,15833.7550
26658,271,14187.5923,14526.1319,16296.7172
26756,272,14077.5185,14495.4487,15861.8266
26854,273,14077.5185,14576.8984,16233.4744
26952,274,14043.4548,14534.0790,17586.2402
27050,275,14043.4548,14690.6469,16305.8695
27148,276,13992.1327,14623.3074,16913.7760
27246,277,13943.2256,14714.5868,17032.8741
27344,278,13943.2256,14677.1353,16853.2263
27442,279,13943.2256,14703.5021,17388.7828
27540,280,13943.2256,14529.4090,16509.3368
27638,281,13935.7492,14616.0900,16746.3627
27736,282,13935.7492,14800.2497,17137.9549
27834,283,13935.7492,14877.0854,17303.4162
27932,284,13892.9892,15011.4277,17210.9198
28030,285,13892.9892,15222.1198,18215.0822
28128,286,13892.9892,15037.3564,17123.0783
28226,287,13892.9892,15286.9518,16964.0582
28324,288,13878.8994,15334.3756,18815.2483
28422,289,13878.8994,15348.0876,17705.1341
28520,290,13878.8994,15256.2401,17633.3958
28618,291,13878.8994,15217.9267,17647.4995
28716,292,13878.8994,15123.9304,17276.0162
28814,293,13833.3850,15184.7011,17506.5630
28912,294,13833.3850,15139.9445,18212.6023
29010,295,13721.3233,15216.4667,18195.5624
29108,296,13685.8982,15174.1815,17620.9514
29206,297,13685.8982,15079.1789,17680.3597
29304,298,13685.8982,14925.6493,17099.8874
29402,299,13685.8982,14861.7233,17318.9451
29500,300,13685.8982,15035.7718,17370.5472
29598,301,13685.8982,15066.5860,17750.8561
29696,302,13685.8982,15112.6606,17824.3973
29794,303,13685.8982,14982.2942,18617.8736
29892,304,13685.8982,14775.1035,17416.6572
29990,305,13685.8982,14724.0525,16988.7689
30088,306,13685.8982,14664.3155,16885.3342
30186,307,13685.8982,14589.9412,17330.3300
30284,308,13682.4585,14773.9793,16844.4025
30382,309,13682.4585,14837.1642,18286.0689
30480,310,13682.4585,14691.3529,16675.4936
30578,311,13682.4585,14688.8054,17124.0682
30676,312,13682.4585,14482.7492,17230.2048
30774,313,13538.8706,14409.9060,16352.1451
30872,314,13538.8706,14396.6671,16425.1294
30970,315,13538.8706,14224.4120,17830.8280
31068,316,13535.4309,14181.6089,16795.5099
31166,317,13535.4309,14251.4791,16268.0050
31264,318,13343.8220,14238.9984,15924.6376
31362,319,13343.8220,14236.8721,16199.5507
31460,320,13343.8220,14123.4226,16635.1720
31558,321,13340.3823,13892.8866,15491.9257
31656,322,13310.3820,13727.1660,15120.8198
31754,323,13310.3820,13584.9510,16153.7236
31852,324,13310.3820,13569.2714,16068.2022
31950,325,13141.0740,13594.9298,16084.6665
32048,326,13141.0740,13649.6936,16188.8669
32146,327,13141.0740,13811.4813,16374.0144
32244,328,13141.0740,13838.0359,15440.7846
32342,329,13141.0740,13912.4563,16465.4744
32440,330,13141.0740,13938.1091,16386.5047
32538,331,13141.0740,14021.1011,16281.5460
32636,332,13141.0740,14082.3475,16598.1178
32734,333,13141.0740,14173.4932,15640.8490
32832,334,13141.0740,14259.7644,16469.9775
32930,335,13141.0740,14123.1932,16200.6510
33028,336,13141.0740,13914.5331,16344.6517
33126,337,13141.0740,13867.3511,16223.9794
33224,338,13141.0740,13830.4035,16373.6416
33322,339,13141.0740,13708.3505,16381.5068
33420,340,13141.0740,13681.2150,16333.5667
33518,341,13141.0740,13821.7555,15930.7494
33616,342,13141.0740,13930.4753,16585.2262
33714,343,13141.0740,13983.8091,16238.4657
33812,344,13141.0740,13979.2715,16220.1912
33910,345,13141.0740,13905.7356,15991.5865
34008,346,13141.0740,13910.3300,15233.8137
34106,347,13141.0740,13782.8306,15615.0220
34204,348,13141.0740,13702.1126,15588.3418
34302,349,13141.0740,13687.7478,15708.3029
34400,350,13141.0740,13507.5686,15747.2387
34498,351,12900.9038,13590.9988,16101.9504
34596,352,12900.9038,13708.0430,15973.7920
34694,353,12900.9038,13917.1086,16062.0782
34792,354,12900.9038,13908.5989,15873.7259
34890,355,12900.9038,13972.2801,15955.1231
34988,356,12900.9038,13970.4860,17006.3474
35086,357,12900.9038,13883.6768,16154.9343
35184,358,12900.9038,13771.0742,15931.8474
35282,359,12900.9038,13924.8069,16910.3118
35380,360,12900.9038,13986.6571,15505.5555
35478,361,12900.9038,14045.5295,16025.6213
35576,362,12895.2899,14142.2464,16621.6741
35674,363,12895.2899,14187.2744,17302.4723
35772,364,12895.2899,14342.3331,16511.4455
35870,365,12895.2899,14374.2600,16904.9486
35968,366,12895.2899,14380.3273,16988.6135
36066,367,12895.2899,14542.0356,17478.8198
36164,368,12895.2899,14771.8277,17232.0088
36262,369,12895.2899,14807.9164,18199.7983
36360,370,12847.1044,14739.0999,17470.8777
36458,371,12847.1044,14710.9276,19666.8209
36556,372,12847.1044,14602.0850,17701.7832
36654,373,12847.1044,14547.4776,17072.0070
36752,374,12847.1044,14242.7008,16287.6409
36850,375,12847.1044,14179.8102,17325.2107
36948,376,12741.3086,13951.2494,17423.2690
37046,377,12741.3086,13852.4436,16717.0561
37144,378,12741.3086,13784.1585,15980.2365
37242,379,12741.3086,13695.5646,15886.7021
37340,380,12703.0891,13591.6878,16093.1025
37438,381,12651.7588,13340.3091,15247.5488
37536,382,12613.5393,13455.8902,15444.7102
37634,383,12597.2933,13372.9530,15632.0107
37732,384,12597.2933,13251.0771,15602.8111
37830,385,12597.2933,13028.8809,14702.6043
37928,386,12507.7435,12903.2976,14736.9335
38026,387,12390.6845,12910.8397,16236.1191
38124,388,12390.6845,12682.4532,14740.6236
38222,389,12390.6845,12694.2761,14141.3584
38320,390,12390.6845,12656.9801,14260.4790
38418,391,12390.6845,12702.6372,14332.2081
38516,392,12390.6845,12625.9261,14790.8514
38614,393,12382.0868,12561.7354,14037.1263
38712,394,12382.0868,12617.0471,13962.0344
38810,395,12382.0868,12542.0960,14059.6259
38908,396,12140.4237,12563.0814,15277.6843
39006,397,12140.4237,12651.1237,15147.5990
39104,398,12140.4237,12654.1925,14345.2927
39202,399,12053.5704,12647.4306,14174.8421
39300,400,12053.5704,12603.2100,14800.7738
39398,401,12053.5704,12454.3825,14544.0670
39496,402,12016.7514,12398.6913,14557.0194
39594,403,12016.7514,12390.8610,14171.0188
39692,404,11998.7271,12399.3196,14160.2675
39790,405,11998.7271,12379.9961,14709.2876
39888,406,11989.6644,12340.6152,13985.9002
39986,407,11989.6644,12344.9071,15548.0054
40084,408,11989.6644,12313.2879,14435.4729
40182,409,11989.6644,12271.5978,13963.7990
40280,410,11853.1749,12319.2330,14021.1145
40378,411,11844.5451,12262.6018,14201.8523
40476,412,11844.5451,12184.5309,14267.9142
40574,413,11844.5451,12319.1060,14782.5279
40672,414,11844.5451,12417.0218,14704.2911
40770,415,11844.5451,12308.5203,13861.9868
40868,416,11844.5451,12300.9833,14238.6558
40966,417,11844.5451,12295.9933,14317.9552
41064,418,11844.5451,12242.2644,13614.9170
41162,419,11844.5451,12116.6315,13825.2468
41260,420,11844.5451,12085.6596,13499.0674
41358,421,11844.5451,12016.5512,13549.7021
41456,422,11844.5451,11963.3060,13389.5843
41554,423,11844.5451,11983.5856,13669.1753
41652,424,11844.5451,12029.8445,13613.8394
41750,425,11844.5451,11973.4387,13411.0804
41848,426,11844.5451,11958.9249,13211.1562
41946,427,11727.6426,12012.0265,13785.1085
42044,428,11727.6426,12004.7165,13708.3711
42142,429,11727.6426,11982.8207,13613.8394
42240,430,11727.6426,12018.2543,14687.9554
42338,431,11727.6426,11987.7025,13653.8322
42436,432,11727.6426,11972.0721,13771.5787
42534,433,11727.6426,11932.8029,13663.5427
42632,434,11603.5961,11841.5987,13312.8108
42730,435,11603.5961,11866.3727,13523.4829
42828,436,11603.5961,11900.3502,13359.1071
42926,437,11603.5961,11802.6028,13461.1366
43024,438,11603.5961,11825.4343,13452.4062
43122,439,11493.2392,11851.4866,14220.3666
43220,440,11493.2392,11814.4728,13497.0890
43318,441,11493.2392,11783.5997,13101.9140
43416,442,11493.2392,11843.5023,14808.5242
43514,443,11493.2392,11856.6311,13880.9892
43612,444,11493.2392,11821.5727,14063.7678
43710,445,11493.2392,12015.1979,14504.9565
43808,446,11493.2392,11774.9986,14213.2075
43906,447,11466.4485,11755.6993,13691.7790
44004,448,11466.4485,11810.9317,13396.4009
44102,449,11466.4485,11644.2335,13644.8970
44200,450,11466.4485,11643.4493,14152.4954
44298,451,11466.4485,11647.9923,13167.0056
44396,452,11466.4485,11627.9139,13381.1520
44494,453,11466.4485,11661.6394,13400.4402
44592,454,11466.4485,11602.5483,13118.8495
44690,455,11466.4485,11616.2441,13129.6873
44788,456,11466.4485,11636.2987,13148.2470
44886,457,11466.4485,11623.3120,13118.8495
44984,458,11466.4485,11571.9467,13343.1438
45082,459,11466.4485,11626.2025,13025.8501
45180,460,11466.4485,11624.2492,13404.5770
45278,461,11466.4485,11634.1568,13759.5771
45376,462,11466.4485,11596.0211,13196.1043
45474,463,11466.4485,11618.6327,12780.8419
45572,464,11466.4485,11589.4203,13129.6873
45670,465,11397.6988,11587.2838,12930.1922
45768,466,11397.6988,11630.9562,13507.5735
45866,467,11397.6988,11616.4603,13261.4555
45964,468,11397.6988,11645.3677,13464.9382
46062,469,11397.6988,11664.2680,13131.2268
46160,470,11290.9816,11690.5216,13918.0967
46258,471,11290.9816,11618.8749,13077.8583
46356,472,11290.9816,11682.8877,13548.7471
46454,473,11253.8930,11652.4128,13603.6595
46552,474,11253.8930,11733.0608,13707.5170
46650,475,11253.8930,11817.4398,14304.8893
46748,476,11253.8930,11772.8234,14378.0869
46846,477,11253.8930,11900.5535,14220.8287
46944,478,11253.8930,11808.6823,14029.0017
47042,479,11253.8930,11833.1470,13781.5694
47140,480,11253.8930,11829.3164,14521.4950
47238,481,11253.8930,11647.2980,13640.6347
47336,482,11253.8930,11473.1241,13788.9737
47434,483,11253.8930,11361.3901,12538.6744
47532,484,11192.7273,11394.4947,13953.6206
47630,485,11192.7273,11407.1642,12767.9773
47728,486,11192.7273,11433.4906,12833.6722
47826,487,11192.7273,11470.4178,13178.9191
47924,488,11192.7273,11411.0705,14162.9867
48022,489,10872.7216,11427.4668,13100.3397
48120,490,10872.7216,11496.3053,13197.7744
48218,491,10818.2043,11384.1681,12557.1713
48316,492,10818.2043,11367.1364,13210.5612
48414,493,10779.6116,11315.0923,13778.3595
48512,494,10779.6116,11300.3609,13752.6861
48610,495,10779.6116,11154.0980,12678.0929
48708,496,10727.0643,11204.4981,13665.6687
48806,497,10727.0643,11073.0487,13905.0572
48904,498,10727.0643,11068.5269,12761.9607
49002,499,10688.4717,11176.0369,12518.7334
49100,500,10688.4717,11247.9782,12968.2445
49198,501,10688.4717,11264.4298,13873.1716
49296,502,10673.0277,11159.1997,13667.0410
49394,503,10673.0277,11001.4335,12698.9090
49492,504,10673.0277,11035.4000,13756.5094
49590,505,10673.0277,11086.4612,13807.1358
49688,506,10673.0277,11068.8192,12956.3239
49786,507,10662.7264,11009.5653,13283.4456
49884,508,10616.9971,10849.9326,12685.0548
49982,509,10616.9971,10858.3711,12435.1989
50080,510,10616.9971,10862.8916,12504.8120
50178,511,10544.8608,10920.6937,14418.6598
50276,512,10544.8608,11004.4176,12706.3814
50374,513,10544.8608,11122.7057,13601.0059
50472,514,10544.8608,11003.3711,12738.6271
50570,515,10544.8608,11037.2383,13353.8265
50668,516,10529.4169,11052.9011,12522.8685
50766,517,10529.4169,11004.5053,12912.8532
50864,518,10529.4169,11068.9786,14014.0239
50962,519,10529.4169,10993.4328,13037.8459
51060,520,10529.4169,11158.8310,13160.1018
51158,521,10529.4169,11252.3913,14057.4287
51256,522,10529.4169,11439.0637,13248.8636
51354,523,10529.4169,11507.8416,14892.0815
51452,524,10529.4169,11478.4387,13944.2337
51550,525,10529.4169,11431.3961,13969.9703
51648,526,10529.4169,11385.6075,14090.8162
51746,527,10529.4169,11459.6123,14899.3139
51844,528,10529.4169,11527.5518,13717.1313
51942,529,10529.4169,11530.8824,14206.7451
52040,530,10529.4169,11447.4660,14146.1638
52138,531,10510.3880,11249.1889,13357.8973
52236,532,10510.3880,11076.6857,14080.2566
52334,533,10510.3880,10809.0432,13762.8127
52432,534,10510.3880,10769.4718,12605.0965
52530,535,10510.3880,10731.3459,12073.3316
52628,536,10510.3880,10691.8284,12597.0440
52726,537,10510.3880,10685.5428,12364.4762
52824,538,10510.3880,10669.8560,12029.4516
52922,539,10510.3880,10721.3529,12561.2140
53020,540,10510.3880,10647.8691,12314.9287
53118,541,10510.3880,10730.2701,12131.5100
53216,542,10510.3880,10746.1888,13165.8588
53314,543,10510.3880,10640.2866,12070.6364
53412,544,10510.3880,10645.5141,12016.6422
53510,545,10505.8445,10692.0765,12155.3113
53608,546,10505.8445,10642.3593,12041.5241
53706,547,10505.8445,10603.7029,12001.0809
53804,548,10505.8445,10678.2140,11919.4336
53902,549,10505.8445,10706.6151,11991.5215
54000,550,10505.8445,10649.4678,11943.1224
54098,551,10415.9494,10712.6369,12853.6925
54196,552,10411.4059,10670.2309,12030.4250
54294,553,10411.4059,10625.4854,12139.9915
54392,554,10361.7033,10650.3688,12239.4349
54490,555,10361.7033,10624.6379,12118.4485
54588,556,10361.7033,10661.6878,13733.6010
54686,557,10361.7033,10645.3740,12448.1184
54784,558,10321.8924,10646.6227,12311.7888
54882,559,10317.5809,10655.0923,13028.5723
54980,560,10300.8562,10656.8586,14117.6864
55078,561,10300.8562,10602.7129,12488.0987
55176,562,10300.8562,10598.5757,13204.7831
55274,563,10158.0687,10566.1982,13543.3686
55372,564,10158.0687,10569.2414,12361.0438
55470,565,10158.0687,10461.4176,12288.3708
55568,566,10113.9463,10397.7868,11451.3695
55666,567,10089.6954,10415.2099,11996.0303
55764,568,10089.6954,10254.7844,11251.0303
55862,569,10089.6954,10331.8495,11626.5290
55960,570,10089.6954,10289.3095,11801.2969
56058,571,10069.5715,10241.8563,11761.9385
56156,572,10069.5715,10309.8163,11619.1925
56254,573,10069.5715,10310.1169,13155.6964
56352,574,10069.5715,10265.4304,11961.4229
56450,575,10069.5715,10312.6242,12039.5757
56548,576,10069.5715,10415.9334,12230.1711
56646,577,10069.5715,10449.1471,11912.0868
56744,578,10069.5715,10546.5313,12268.2596
56842,579,10069.5715,10488.1952,13594.6418
56940,580,10049.8845,10422.3907,12065.5563
57038,581,10049.8845,10417.8306,12697.2259
57136,582,10049.3558,10486.8821,12874.3738
57234,583,10049.3558,10403.9412,12442.4858
57332,584,10049.3558,10419.6716,12698.0075
57430,585,10049.3558,10350.8526,12323.9921
57528,586,10049.3558,10290.2924,11723.7286
57626,587,10049.3558,10214.5840,11900.6915
57724,588,10049.3558,10159.1768,11641.6999
57822,589,10049.3558,10235.0107,12041.4112
57920,590,10049.3558,10248.2717,11736.8948
58018,591,10049.3558,10179.0861,11789.5363
58116,592,10049.3558,10286.4446,11746.2944
58214,593,10049.3558,10304.6127,11919.0720
58312,594,10049.3558,10282.7379,11633.6691
58410,595,10049.3558,10279.6852,11706.0295
58508,596,9937.3356,10300.5955,12949.8771
58606,597,9937.3356,10329.1747,11852.3647
58704,598,9937.3356,10237.7933,12533.4805
58802,599,9937.3356,10302.4293,12077.7094
58900,600,9937.3356,10199.4376,11976.4071
58998,601,9937.3356,10277.4197,11834.1050
59096,602,9937.3356,10363.3452,12803.4866
59194,603,9937.3356,10247.7885,11716.6525
59292,604,9937.3356,10090.2489,11880.2294
59390,605,9937.3356,10056.6721,11357.5630
