avaliacoes,iteracao,custo_melhor,custo_medio
80068,816,9355.3018,9956.5412
80166,817,9355.3018,10141.6763
80264,818,9355.3018,10157.1001
80362,819,9355.3018,10217.3842
80460,820,9355.3018,9937.3376
80558,821,9355.3018,9869.8529
80656,822,9355.3018,9863.3992
80754,823,9355.3018,9859.1603
80852,824,9355.3018,9982.2998
80950,825,9355.3018,10042.8930
81048,826,9355.3018,10057.9533
81146,827,9355.3018,10040.5993
81244,828,9355.3018,10131.9678
81342,829,9355.3018,10126.3488
81440,830,9347.5911,10002.6177
81538,831,9347.5911,10003.3813
81636,832,9250.2146,9877.4366
81734,833,9250.2146,9903.7374
81832,834,9250.2146,9778.3860
81930,835,9250.2146,9869.1855
82028,836,9203.2773,9692.1751
82126,837,9140.3651,9767.0724
82224,838,9093.4278,9867.5189
82322,839,9093.4278,9757.0346
82420,840,9093.4278,9634.6358
82518,841,9093.4278,9383.5481
82616,842,9093.4278,9240.6601
82714,843,9090.5134,9306.0087
82812,844,9090.5134,9230.6434
82910,845,9090.5134,9196.2324
83008,846,9090.5134,9219.3872
83106,847,9090.5134,9305.0415
83204,848,9090.5134,9218.0848
83302,849,9090.5134,9208.9586
83400,850,9090.5134,9298.0998
83498,851,9090.5134,9275.6523
83596,852,9090.5134,9165.7280
83694,853,9090.5134,9226.5113
83792,854,9090.5134,9352.1522
83890,855,9090.5134,9294.5065
83988,856,9090.5134,9331.4789
84086,857,9090.5134,9348.7544
84184,858,9090.5134,9286.4924
84282,859,9090.5134,9217.4449
84380,860,9090.5134,9321.7436
84478,861,9090.5134,9280.2523
84576,862,9090.5134,9232.5981
84674,863,9063.1154,9249.5992
84772,864,9063.1154,9265.0787
84870,865,9063.1154,9234.1089
84968,866,9063.1154,9159.0636
85066,867,9063.1154,9307.5962
85164,868,9063.1154,9251.9942
85262,869,9063.1154,9223.8220
85360,870,9063.1154,9217.1980
85458,871,9063.1154,9201.7018
85556,872,9063.1154,9231.7586
85654,873,9063.1154,9244.0715
85752,874,9063.1154,9192.2956
85850,875,9063.1154,9152.7527
85948,876,9063.1154,9234.6980
86046,877,9063.1154,9193.5522
86144,878,9063.1154,9239.3465
86242,879,9063.1154,9184.3690
86340,880,9063.1154,9265.5682
86438,881,9063.1154,9243.8836
86536,882,9049.5074,9238.1774
86634,883,9049.5074,9203.1933
86732,884,9038.3218,9272.4982
86830,885,9038.3218,9306.9267
86928,886,9038.3218,9330.6626
87026,887,9038.3218,9294.1658
87124,888,9024.7138,9308.1596
87222,889,9024.7138,9250.4294
87320,890,9024.7138,9181.5998
87418,891,9024.7138,9275.7717
87516,892,9024.7138,9299.1386
87614,893,9004.6864,9230.9154
87712,894,9004.6864,9369.3390
87810,895,9004.6864,9256.5465
87908,896,9004.6864,9224.1003
88006,897,9004.6864,9234.0855
88104,898,9004.6864,9215.4371
88202,899,9004.6864,9225.9161
88300,900,9004.6864,9161.7718
88398,901,9004.6864,9192.8965
88496,902,9004.6864,9205.5694
88594,903,9004.6864,9186.9822
88692,904,9004.6864,9216.6795
88790,905,9004.6864,9117.6289
88888,906,9004.6864,9129.5445
88986,907,9004.6864,9216.8594
89084,908,9004.6864,9239.8101
89182,909,9004.6864,9224.4294
89280,910,9004.6864,9252.4557
89378,911,9004.6864,9222.4137
89476,912,9004.6864,9145.5496
89574,913,9004.6864,9201.1468
89672,914,9004.6864,9158.0248
89770,915,9002.4654,9142.5762
89868,916,9002.4654,9154.0330
89966,917,9002.4654,9231.6466
90064,918,9002.4654,9133.5349
90162,919,9002.4654,9182.4260
90260,920,9002.4654,9204.9128
90358,921,9002.4654,9188.1185
90456,922,9002.4654,9225.4849
90554,923,9002.4654,9151.2383
90652,924,9002.4654,9109.4812
90750,925,9002.4654,9158.6018
90848,926,9002.4654,9131.0995
90946,927,9002.4654,9150.2333
91044,928,9002.4654,9140.2389
91142,929,9002.4654,9156.6421
91240,930,9002.4654,9138.2675
91338,931,9002.4654,9125.8575
91436,932,9002.4654,9146.6527
91534,933,9002.4654,9247.6428
91632,934,9002.4654,9192.9186
91730,935,9002.4654,9241.4322
91828,936,9002.4654,9193.0045
91926,937,9002.4654,9263.2768
92024,938,9002.4654,9220.8248
92122,939,9002.4654,9148.1282
92220,940,9002.4654,9190.6427
92318,941,9002.4654,9170.0356
92416,942,9002.4654,9221.8937
92514,943,9002.4654,9170.9653
92612,944,9002.4654,9162.6886
92710,945,9002.4654,9199.1809
92808,946,8982.3415,9192.7089
92906,947,8982.3415,9117.8607
93004,948,8982.3415,9142.4416
93102,949,8982.3415,9235.8154
93200,950,8982.3415,9268.5498
93298,951,8982.3415,9172.2802
93396,952,8982.3415,9186.5380
93494,953,8982.3415,9172.9149
93592,954,8982.3415,9139.7854
93690,955,8982.3415,9157.2872
93788,956,8982.3415,9146.0154
93886,957,8982.3415,9120.1486
93984,958,8982.3415,9186.5155
94082,959,8982.3415,9104.8523
94180,960,8982.3415,9143.9607
94278,961,8982.3415,9231.3217
94376,962,8982.3415,9175.8872
94474,963,8982.3415,9127.1731
94572,964,8982.3415,9189.0340
94670,965,8982.3415,9187.4187
94768,966,8982.3415,9165.7128
94866,967,8982.3415,9195.8206
94964,968,8982.3415,9178.8785
95062,969,8982.3415,9170.5775
95160,970,8982.3415,9133.2297
95258,971,8982.3415,9183.4795
95356,972,8982.3415,9185.9707
95454,973,8982.3415,9128.4703
95552,974,8982.3415,9159.8516
95650,975,8982.3415,9217.3950
95748,976,8982.3415,9145.1408
95846,977,8982.3415,9151.9969
95944,978,8941.2845,9170.4208
96042,979,8941.2845,9103.7333
96140,980,8941.2845,9188.4736
96238,981,8941.2845,9142.4858
96336,982,8941.2845,9025.9734
96434,983,8941.2845,9109.7258
96532,984,8941.2845,9123.0954
96630,985,8941.2845,9076.9847
96728,986,8941.2845,9128.2722
96826,987,8941.2845,9063.4529
96924,988,8941.2845,9100.7947
97022,989,8941.2845,9179.7472
97120,990,8941.2845,9134.7811
97218,991,8941.2845,9157.2221
97316,992,8941.2845,9133.8539
97414,993,8941.2845,9144.4114
97512,994,8941.2845,9110.8452
97610,995,8941.2845,9064.0953
97708,996,8941.2845,9091.0454
97806,997,8941.2845,9190.6562
97904,998,8941.2845,9065.8209
98002,999,8941.2845,9107.6004
98100,1000,8941.2845,9140.4573
98198,1001,8941.2845,9137.6692
98296,1002,8941.2845,9124.4637
98394,1003,8941.2845,9172.7836
98492,1004,8941.2845,9097.2759
98590,1005,8941.2845,9175.4096
98688,1006,8941.2845,9124.8307
98786,1007,8941.2845,9102.0908
98884,1008,8941.2845,9160.5928
98982,1009,8941.2845,9109.0637
99080,1010,8941.2845,9066.1402
99178,1011,8927.9742,9089.2551
99276,1012,8927.9742,9135.1252
99374,1013,8927.9742,9116.6810
99472,1014,8927.9742,9148.8952
99570,1015,8927.9742,9105.7170
99668,1016,8927.9742,9046.6821
99766,1017,8927.9742,9074.6508
99864,1018,8927.9742,9162.7355
99962,1019,8927.9742,9129.5984
100060,1020,8927.9742,9059.7010
100158,1021,8927.9742,9088.0196
100256,1022,8927.9742,9168.2482
100354,1023,8927.9742,9096.4586
100452,1024,8927.9742,9108.4294
100550,1025,8927.9742,9200.9254
100648,1026,8927.9742,9195.3945
100746,1027,8927.9742,9116.9227
100844,1028,8927.9742,9128.5464
100942,1029,8927.9742,9094.6379
101040,1030,8927.9742,9155.7195
101138,1031,8927.9742,9084.5701
101236,1032,8927.9742,9113.8691
101334,1033,8927.9742,9150.2914
101432,1034,8927.9742,9192.4602
101530,1035,8927.9742,9147.1012
101628,1036,8927.9742,9175.7494
101726,1037,8927.9742,9216.5838
101824,1038,8927.9742,9183.3116
101922,1039,8927.9742,9055.7796
102020,1040,8927.9742,9179.2698
102118,1041,8927.9742,9188.3260
102216,1042,8927.9742,9251.0752
102314,1043,8927.9742,9489.3819
102412,1044,8927.9742,9334.4509
102510,1045,8927.9742,9282.7952
102608,1046,8927.9742,9217.0467
102706,1047,8927.9742,9192.5213
102804,1048,8927.9742,9309.1180
102902,1049,8927.9742,9348.2478
103000,1050,8927.9742,9438.0954
103098,1051,8927.9742,9422.9245
103196,1052,8927.9742,9501.6553
103294,1053,8927.9742,9440.0325
103392,1054,8927.9742,9443.0077
103490,1055,8927.9742,9455.7729
103588,1056,8927.9742,9523.7467
103686,1057,8927.9742,9469.4478
103784,1058,8927.9742,9479.2009
103882,1059,8927.9742,9499.2114
103980,1060,8927.9742,9415.6375
104078,1061,8927.9742,9566.1243
104176,1062,8927.9742,9666.6525
104274,1063,8927.9742,9720.7453
104372,1064,8927.9742,9649.7819
104470,1065,8927.9742,9555.4423
104568,1066,8927.9742,9615.7338
104666,1067,8927.9742,9744.1355
104764,1068,8927.9742,9729.9181
104862,1069,8927.9742,9575.0186
104960,1070,8872.3592,9517.4437
105058,1071,8872.3592,9533.7680
105156,1072,8872.3592,9357.4161
105254,1073,8872.3592,9313.0261
105352,1074,8872.3592,9178.6082
105450,1075,8872.3592,9185.1738
105548,1076,8872.3592,9237.0609
105646,1077,8872.3592,9373.7648
105744,1078,8872.3592,9380.1600
105842,1079,8872.3592,9194.1829
105940,1080,8872.3592,9065.9390
106038,1081,8872.3592,8989.9953
106136,1082,8872.3592,9098.9074
106234,1083,8872.3592,9020.4409
106332,1084,8872.3592,9069.5237
106430,1085,8872.3592,9011.4121
106528,1086,8872.3592,9002.4342
106626,1087,8872.3592,9138.1908
106724,1088,8872.3592,9073.1973
106822,1089,8872.3592,9067.3069
106920,1090,8872.3592,9037.1128
107018,1091,8872.3592,9039.6146
107116,1092,8872.3592,9072.9506
107214,1093,8872.3592,9006.7096
107312,1094,8872.3592,9061.7700
107410,1095,8872.3592,9002.5117
107508,1096,8872.3592,9032.0379
107606,1097,8872.3592,9011.1786
107704,1098,8872.3592,8998.3589
107802,1099,8872.3592,9037.0778
107900,1100,8872.3592,9041.3118
107998,1101,8872.3592,9136.1330
108096,1102,8872.3592,9011.6845
108194,1103,8872.3592,9024.1314
108292,1104,8872.3592,8990.4547
108390,1105,8872.3592,9058.6509
108488,1106,8872.3592,9078.0232
108586,1107,8872.3592,9032.6993
108684,1108,8872.3592,9058.6433
108782,1109,8872.3592,9016.8201
108880,1110,8872.3592,9118.3745
108978,1111,8872.3592,9089.2524
109076,1112,8872.3592,9060.6245
109174,1113,8872.3592,8965.5848
109272,1114,8872.3592,9007.8563
109370,1115,8872.3592,9030.3989
109468,1116,8872.3592,9062.2929
109566,1117,8872.3592,9035.4347
109664,1118,8872.3592,8984.9850
109762,1119,8872.3592,9048.5132
109860,1120,8872.3592,9010.3615
109958,1121,8872.3592,9080.4412
110056,1122,8872.3592,9083.5529
110154,1123,8872.3592,9042.5510
110252,1124,8872.3592,9133.9246
110350,1125,8872.3592,9106.9321
110448,1126,8872.3592,9096.2973
110546,1127,8872.3592,9018.0615
110644,1128,8872.3592,9037.1125
110742,1129,8840.6531,9039.0711
110840,1130,8840.6531,9016.9220
110938,1131,8840.6531,9037.7695
111036,1132,8840.6531,9021.0409
111134,1133,8840.6531,9019.8984
111232,1134,8840.6531,9041.0843
111330,1135,8840.6531,9002.6423
111428,1136,8840.6531,9037.3017
111526,1137,8840.6531,9029.9339
111624,1138,8840.6531,9043.8719
111722,1139,8840.6531,9052.6341
111820,1140,8840.6531,9024.2735
111918,1141,8840.6531,8968.3344
112016,1142,8840.6531,9043.3135
112114,1143,8840.6531,9114.5356
112212,1144,8840.6531,9070.8918
112310,1145,8840.6531,9023.5877
112408,1146,8840.6531,9027.2220
112506,1147,8840.6531,9001.4308
112604,1148,8840.6531,9001.7618
112702,1149,8840.6531,8995.3500
112800,1150,8840.6531,9025.1061
112898,1151,8840.6531,8960.2372
112996,1152,8840.6531,8974.9399
113094,1153,8840.6531,9000.8144
113192,1154,8840.6531,8962.9849
113290,1155,8840.6531,9019.6929
113388,1156,8840.6531,9048.0322
113486,1157,8840.6531,9008.4430
113584,1158,8840.6531,9034.6937
113682,1159,8840.6531,9005.1903
113780,1160,8840.6531,9037.9072
113878,1161,8840.6531,9003.9818
113976,1162,8840.6531,8945.5494
114074,1163,8840.6531,9022.5746
114172,1164,8840.6531,8975.7098
114270,1165,8840.6531,9041.1816
114368,1166,8840.6531,9049.6617
114466,1167,8840.6531,9032.6132
114564,1168,8840.6531,9080.8521
114662,1169,8840.6531,9028.1759
114760,1170,8840.6531,8930.4554
114858,1171,8840.6531,9036.2372
114956,1172,8840.6531,9024.8823
115054,1173,8840.6531,9029.7175
115152,1174,8840.6531,9058.2228
115250,1175,8840.6531,9060.0298
115348,1176,8840.6531,9160.9271
115446,1177,8840.6531,9050.5131
115544,1178,8840.6531,9147.2801
115642,1179,8840.6531,9164.7455
115740,1180,8840.6531,9086.3211
115838,1181,8840.6531,9057.9239
115936,1182,8840.6531,8992.7317
116034,1183,8840.6531,9087.7496
116132,1184,8840.6531,9006.1067
116230,1185,8840.6531,9022.8543
116328,1186,8840.6531,9066.0587
116426,1187,8840.6531,9021.7796
116524,1188,8840.6531,8943.0060
116622,1189,8838.9840,9025.3850
116720,1190,8838.9840,9028.4195
116818,1191,8838.9840,9094.2092
116916,1192,8838.9840,9017.4346
117014,1193,8838.9840,9045.7153
117112,1194,8838.9840,9073.5799
117210,1195,8838.9840,9006.9298
117308,1196,8838.9840,9058.7826
117406,1197,8838.9840,9001.1165
117504,1198,8838.9840,9051.1898
117602,1199,8838.9840,9066.2121
117700,1200,8838.9840,9082.6364
117798,1201,8838.9840,9010.1490
117896,1202,8838.9840,8991.4159
117994,1203,8838.9840,9056.7552
118092,1204,8838.9840,8984.5281
118190,1205,8838.9840,9085.2648
118288,1206,8838.9840,8970.5926
118386,1207,8838.9840,9013.1138
118484,1208,8838.9840,9042.8004
118582,1209,8838.9840,9030.6407
118680,1210,8838.9840,9037.8428
118778,1211,8838.9840,9030.7563
118876,1212,8838.9840,8963.0791
118974,1213,8838.9840,9042.7932
119072,1214,8838.9840,9027.0858
119170,1215,8838.9840,9079.9156
119268,1216,8838.9840,9019.9963
119366,1217,8838.9840,8955.2766
119464,1218,8838.9840,9040.1646
119562,1219,8838.9840,8995.6763
119660,1220,8838.9840,8985.9668
119758,1221,8838.9840,9054.6574
119856,1222,8838.9840,9017.5047
119954,1223,8838.9840,8941.9807
120052,1224,8838.9840,8930.5910
120150,1225,8838.9840,9018.3829
120248,1226,8838.9840,8991.0017
120346,1227,8838.9840,9025.1147
120444,1228,8838.9840,8990.1221
120542,1229,8838.9840,8975.1969
120640,1230,8838.9840,8998.0521
120738,1231,8838.9840,9011.9768
120836,1232,8838.9840,9003.1255
120934,1233,8838.9840,8947.2540
121032,1234,8838.9840,9007.5325
121130,1235,8838.9840,8985.9107
121228,1236,8838.9840,9043.7693
121326,1237,8838.9840,9013.1677
121424,1238,8838.9840,8964.2193
121522,1239,8838.9840,8998.4026
121620,1240,8838.9840,9077.2864
121718,1241,8838.9840,8993.7203
121816,1242,8838.9840,8987.3345
121914,1243,8838.9840,9053.3249
122012,1244,8838.9840,8956.2938
122110,1245,8838.9840,8983.7545
122208,1246,8838.9840,9013.1151
122306,1247,8838.9840,9124.6157
122404,1248,8838.9840,9017.2690
122502,1249,8583.9277,8971.6196
122600,1250,8583.9277,8961.1689
122698,1251,8583.9277,8958.8104
122796,1252,8583.9277,8930.2783
122894,1253,8583.9277,8943.8177
122992,1254,8583.9277,8836.2249
123090,1255,8583.9277,8793.3437
123188,1256,8583.9277,8760.2489
123286,1257,8583.9277,8696.4759
123384,1258,8583.9277,8742.4712
123482,1259,8583.9277,8712.3684
123580,1260,8583.9277,8765.6825
123678,1261,8583.9277,8769.3865
123776,1262,8583.9277,8751.4651
123874,1263,8583.9277,8751.4558
123972,1264,8583.9277,8772.7064
124070,1265,8583.9277,8776.4522
124168,1266,8583.9277,8845.8364
124266,1267,8583.9277,8789.2207
124364,1268,8583.9277,8697.8439
124462,1269,8583.9277,8749.1481
124560,1270,8583.9277,8722.2830
124658,1271,8583.9277,8754.4739
124756,1272,8583.9277,8695.6528
124854,1273,8583.9277,8786.2181
124952,1274,8583.9277,8829.7894
125050,1275,8583.9277,8771.9784
125148,1276,8583.9277,8783.2566
125246,1277,8583.9277,8748.7712
125344,1278,8583.9277,8797.9495
125442,1279,8583.9277,8780.6012
125540,1280,8583.9277,8736.4058
125638,1281,8583.9277,8802.4719
125736,1282,8561.2297,8742.4789
125834,1283,8561.2297,8761.3134
125932,1284,8561.2297,8717.6265
126030,1285,8561.2297,8693.9406
126128,1286,8561.2297,8789.8380
126226,1287,8561.2297,8706.8331
126324,1288,8561.2297,8791.5746
126422,1289,8561.2297,8757.1701
126520,1290,8561.2297,8731.3589
126618,1291,8561.2297,8812.7763
126716,1292,8561.2297,8717.0470
126814,1293,8561.2297,8715.8207
126912,1294,8561.2297,8695.4367
127010,1295,8561.2297,8758.3597
127108,1296,8561.2297,8768.7657
127206,1297,8561.2297,8728.4866
127304,1298,8561.2297,8738.9791
127402,1299,8561.2297,8718.8959
127500,1300,8561.2297,8705.6199
127598,1301,8561.2297,8752.0124
127696,1302,8561.2297,8771.3595
127794,1303,8561.2297,8740.8915
127892,1304,8561.2297,8692.7329
127990,1305,8561.2297,8704.0908
128088,1306,8561.2297,8714.9118
128186,1307,8561.2297,8756.6043
128284,1308,8561.2297,8787.5556
128382,1309,8561.2297,8790.8300
128480,1310,8561.2297,8770.8252
128578,1311,8561.2297,8742.0496
128676,1312,8561.2297,8778.4367
128774,1313,8561.2297,8725.8003
128872,1314,8561.2297,8667.9502
128970,1315,8561.2297,8700.0400
129068,1316,8561.2297,8702.0958
129166,1317,8561.2297,8693.6904
129264,1318,8561.2297,8769.1677
129362,1319,8561.2297,8789.0022
129460,1320,8561.2297,8797.0245
129558,1321,8561.2297,8771.1522
129656,1322,8561.2297,8748.2751
129754,1323,8561.2297,8770.2953
129852,1324,8561.2297,8823.4713
129950,1325,8561.2297,8771.6585
130048,1326,8561.2297,8789.2779
130146,1327,8561.2297,8757.5874
130244,1328,8561.2297,8782.8723
130342,1329,8561.2297,8797.0298
130440,1330,8561.2297,8790.5485
130538,1331,8561.2297,8755.2559
130636,1332,8561.2297,8728.0086
130734,1333,8561.2297,8785.3044
130832,1334,8561.2297,8714.3964
130930,1335,8561.2297,8783.7943
131028,1336,8561.2297,8764.4614
131126,1337,8561.2297,8713.7525
131224,1338,8561.2297,8781.9231
131322,1339,8561.2297,8724.9580
131420,1340,8561.2297,8732.1782
131518,1341,8561.2297,8755.7925
131616,1342,8561.2297,8716.2657
131714,1343,8544.2079,8734.1076
131812,1344,8544.2079,8696.0780
131910,1345,8544.2079,8807.1621
132008,1346,8544.2079,8713.8372
132106,1347,8544.2079,8694.0733
132204,1348,8544.2079,8717.1302
132302,1349,8544.2079,8777.1526
132400,1350,8544.2079,8677.5151
132498,1351,8544.2079,8711.6034
132596,1352,8544.2079,8710.5017
132694,1353,8544.2079,8767.5847
132792,1354,8544.2079,8697.4024
132890,1355,8544.2079,8748.7776
132988,1356,8544.2079,8746.2656
133086,1357,8544.2079,8693.4090
133184,1358,8544.2079,8716.3564
133282,1359,8544.2079,8749.5764
133380,1360,8544.2079,8754.3836
133478,1361,8544.2079,8800.1953
133576,1362,8544.2079,8699.1601
133674,1363,8544.2079,8857.5894
133772,1364,8541.8336,8758.4692
133870,1365,8541.8336,8716.6910
133968,1366,8541.8336,8648.7382
134066,1367,8541.8336,8722.2489
134164,1368,8541.8336,8690.8202
134262,1369,8541.8336,8658.9524
134360,1370,8541.8336,8684.6353
134458,1371,8541.8336,8738.5410
134556,1372,8541.8336,8792.7090
134654,1373,8541.8336,8757.0233
134752,1374,8541.8336,8754.7333
134850,1375,8541.8336,8686.1852
134948,1376,8541.8336,8711.6585
135046,1377,8541.8336,8678.3151
135144,1378,8541.8336,8773.7068
135242,1379,8541.8336,8761.2064
135340,1380,8541.8336,8717.8150
135438,1381,8541.8336,8698.5088
135536,1382,8541.8336,8719.2072
135634,1383,8541.8336,8731.9087
135732,1384,8541.8336,8728.6497
135830,1385,8541.8336,8680.2088
135928,1386,8541.8336,8733.7111
136026,1387,8541.8336,8700.1390
136124,1388,8541.8336,8727.8608
136222,1389,8541.8336,8746.8134
136320,1390,8541.8336,8706.9213
136418,1391,8541.8336,8714.5631
136516,1392,8541.8336,8698.3100
136614,1393,8541.8336,8724.5620
136712,1394,8541.8336,8690.8897
136810,1395,8541.8336,8680.5886
136908,1396,8541.8336,8675.4168
137006,1397,8541.8336,8731.3131
137104,1398,8541.8336,8647.6703
137202,1399,8541.8336,8708.2570
137300,1400,8541.8336,8672.4840
137398,1401,8541.8336,8722.1784
137496,1402,8541.8336,8697.7337
137594,1403,8541.8336,8676.3269
137692,1404,8541.8336,8727.0879
137790,1405,8541.8336,8777.4388
137888,1406,8541.8336,8832.3367
137986,1407,8541.8336,8713.0221
138084,1408,8541.8336,8747.9205
138182,1409,8541.8336,8683.8433
138280,1410,8541.8336,8694.2193
138378,1411,8541.8336,8711.7693
138476,1412,8541.8336,8769.7755
138574,1413,8541.8336,8680.9361
138672,1414,8541.8336,8666.2490
138770,1415,8541.8336,8803.0284
138868,1416,8541.8336,8811.7620
138966,1417,8541.8336,8685.4616
139064,1418,8541.8336,8752.1604
139162,1419,8541.8336,8655.0357
139260,1420,8541.8336,8695.2735
139358,1421,8541.8336,8699.1182
139456,1422,8541.8336,8697.0014
139554,1423,8541.8336,8632.4221
139652,1424,8541.8336,8690.3800
139750,1425,8541.8336,8681.3609
139848,1426,8541.8336,8679.0075
139946,1427,8541.8336,8695.1911
140044,1428,8541.8336,8749.8139
140142,1429,8541.8336,8738.8411
140240,1430,8541.8336,8705.3635
140338,1431,8541.8336,8691.6234
140436,1432,8541.8336,8675.9383
140534,1433,8541.8336,8715.5104
140632,1434,8541.8336,8736.6696
140730,1435,8541.8336,8741.0379
140828,1436,8541.8336,8740.0655
140926,1437,8541.8336,8766.0462
141024,1438,8541.8336,8674.5387
141122,1439,8541.8336,8691.6872
141220,1440,8541.8336,8648.4592
141318,1441,8541.8336,8732.7194
141416,1442,8541.8336,8694.9900
141514,1443,8541.8336,8768.7398
141612,1444,8541.8336,8771.8074
141710,1445,8541.8336,8743.2758
141808,1446,8541.8336,8713.1084
141906,1447,8541.8336,8747.3683
142004,1448,8541.8336,8645.5621
142102,1449,8541.8336,8667.9606
142200,1450,8541.8336,8720.5311
142298,1451,8541.8336,8748.5365
142396,1452,8541.8336,8704.2807
142494,1453,8541.8336,8788.1243
142592,1454,8541.8336,8757.0414
142690,1455,8541.8336,8777.5073
142788,1456,8541.8336,8669.3226
142886,1457,8541.8336,8718.3383
142984,1458,8541.8336,8791.0377
143082,1459,8541.8336,8754.0263
143180,1460,8541.8336,8692.5179
143278,1461,8541.8336,8696.6902
143376,1462,8541.8336,8775.1749
143474,1463,8541.8336,8726.7029
143572,1464,8541.8336,8693.1944
143670,1465,8541.8336,8658.2290
143768,1466,8541.8336,8716.6522
143866,1467,8541.8336,8672.1208
143964,1468,8541.8336,8663.0166
144062,1469,8541.8336,8720.3321
144160,1470,8541.8336,8737.3355
144258,1471,8541.8336,8776.6029
144356,1472,8541.8336,8799.3882
144454,1473,8541.8336,8729.8959
144552,1474,8541.8336,8722.3400
144650,1475,8541.8336,8715.9742
144748,1476,8541.8336,8695.9281
144846,1477,8541.8336,8666.6601
144944,1478,8541.8336,8650.2977
145042,1479,8541.8336,8732.3171
145140,1480,8541.8336,8736.9084
145238,1481,8541.8336,8666.4473
145336,1482,8541.8336,8735.0775
145434,1483,8541.8336,8633.2945
145532,1484,8541.8336,8724.4840
145630,1485,8541.8336,8666.0954
145728,1486,8541.8336,8672.2188
145826,1487,8541.8336,8682.8737
145924,1488,8541.8336,8677.8547
146022,1489,8541.8336,8702.4168
146120,1490,8541.8336,8773.5945
146218,1491,8541.8336,8698.8364
146316,1492,8541.8336,8729.6414
146414,1493,8541.8336,8705.7891
146512,1494,8541.8336,8730.0019
146610,1495,8541.8336,8639.8925
146708,1496,8541.8336,8702.1049
146806,1497,8541.8336,8735.0253
146904,1498,8541.8336,8684.8166
147002,1499,8541.8336,8677.6113
147100,1500,8541.8336,8856.7149
147198,1501,8541.8336,8675.1849
147296,1502,8541.8336,8740.8885
147394,1503,8541.8336,8717.7603
147492,1504,8541.8336,8727.2996
147590,1505,8541.8336,8768.2075
147688,1506,8541.8336,8678.6303
147786,1507,8541.8336,8726.1805
147884,1508,8541.8336,8768.9612
147982,1509,8541.8336,8767.2447
148080,1510,8541.8336,8717.6938
148178,1511,8541.8336,8696.1836
148276,1512,8541.8336,8654.0459
148374,1513,8541.8336,8703.8834
148472,1514,8541.8336,8738.0884
148570,1515,8541.8336,8656.2291
148668,1516,8541.8336,8675.2588
148766,1517,8541.8336,8716.0595
148864,1518,8541.8336,8778.4077
148962,1519,8541.8336,8716.3886
149060,1520,8541.8336,8733.1418
149158,1521,8541.8336,8679.0153
149256,1522,8541.8336,8705.6220
149354,1523,8541.8336,8826.8817
149452,1524,8541.8336,8713.4471
149550,1525,8541.8336,8672.7108
149648,1526,8541.8336,8708.6980
149746,1527,8541.8336,8777.2276
149844,1528,8541.8336,8743.4212
149942,1529,8541.8336,8691.5126
150040,1530,8541.8336,8755.9330
150138,1531,8541.8336,8723.7052
150236,1532,8541.8336,8831.8415
150334,1533,8541.8336,8773.2821
150432,1534,8541.8336,8786.6319
150530,1535,8541.8336,8692.7868
150628,1536,8541.8336,8704.7470
150726,1537,8541.8336,8748.7026
150824,1538,8541.8336,8690.6092
150922,1539,8541.8336,8691.2146
151020,1540,8541.8336,8709.7198
151118,1541,8541.8336,8730.5518
151216,1542,8541.8336,8678.8478
151314,1543,8541.8336,8726.0763
151412,1544,8541.8336,8673.2268
151510,1545,8541.8336,8684.2114
151608,1546,8541.8336,8740.4529
151706,1547,8541.8336,8763.7562
151804,1548,8541.8336,8775.2589
151902,1549,8541.8336,8740.2955
152000,1550,8541.8336,8647.2891
152098,1551,8541.8336,8731.8212
152196,1552,8541.8336,8699.3358
152294,1553,8541.8336,8679.6738
152392,1554,8541.8336,8713.5938
152490,1555,8541.8336,8680.1891
152588,1556,8541.8336,8720.8378
152686,1557,8541.8336,8680.6475
152784,1558,8541.8336,8707.4462
152882,1559,8541.8336,8697.5699
152980,1560,8541.8336,8725.1530
153078,1561,8541.8336,8736.1012
153176,1562,8541.8336,8661.7313
153274,1563,8541.8336,8726.2705
153372,1564,8541.8336,8819.9599
